instance_id,pair_id,text1_lang,text2_lang,text1,text2,reverse_pair_id,label
dico_phrasis_0000012__es-es__original,dico_phrasis_0000012,es,es,en un hospital,en cualquier cama de hospital,dico_phrasis_0000012__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000013__es-es__flipped,dico_phrasis_0000013,es,es,como vicepresidente de la Asamblea de Sindh,vicepresidente de la SA,dico_phrasis_0000013__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000013__es-es__original,dico_phrasis_0000013,es,es,vicepresidente de la SA,como vicepresidente de la Asamblea de Sindh,dico_phrasis_0000013__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000014__es-es__flipped,dico_phrasis_0000014,es,es,"su hija menor, Lady Soames",su descendiente menor,dico_phrasis_0000014__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000014__es-es__original,dico_phrasis_0000014,es,es,su descendiente menor,"su hija menor, Lady Soames",dico_phrasis_0000014__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000015__es-es__flipped,dico_phrasis_0000015,es,es,en aguas del Golfo,en el mar,dico_phrasis_0000015__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000015__es-es__original,dico_phrasis_0000015,es,es,en el mar,en aguas del Golfo,dico_phrasis_0000015__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000016__es-es__flipped,dico_phrasis_0000016,es,es,como cualquier presidente,presidente de,dico_phrasis_0000016__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000016__es-es__original,dico_phrasis_0000016,es,es,presidente de,como cualquier presidente,dico_phrasis_0000016__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000017__es-es__flipped,dico_phrasis_0000017,es,es,en el tiroteo del desfile de Nueva Orleans,en un tiroteo en Nueva Orleans,dico_phrasis_0000017__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000017__es-es__original,dico_phrasis_0000017,es,es,en un tiroteo en Nueva Orleans,en el tiroteo del desfile de Nueva Orleans,dico_phrasis_0000017__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000020__es-es__flipped,dico_phrasis_0000020,es,es,afirmación de MKO,afirmación,dico_phrasis_0000020__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000020__es-es__original,dico_phrasis_0000020,es,es,afirmación,afirmación de MKO,dico_phrasis_0000020__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000022__es-es__flipped,dico_phrasis_0000022,es,es,Barco australiano,Barco,dico_phrasis_0000022__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000022__es-es__original,dico_phrasis_0000022,es,es,Barco,Barco australiano,dico_phrasis_0000022__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000025__es-es__flipped,dico_phrasis_0000025,es,es,para las víctimas de Boston,víctimas de Boston,dico_phrasis_0000025__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000025__es-es__original,dico_phrasis_0000025,es,es,víctimas de Boston,para las víctimas de Boston,dico_phrasis_0000025__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000027__es-es__flipped,dico_phrasis_0000027,es,es,por el caso Ed Snowden,por Edward Snowden,dico_phrasis_0000027__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000027__es-es__original,dico_phrasis_0000027,es,es,por Edward Snowden,por el caso Ed Snowden,dico_phrasis_0000027__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000028__es-es__flipped,dico_phrasis_0000028,es,es,para el plan,propuesta,dico_phrasis_0000028__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000028__es-es__original,dico_phrasis_0000028,es,es,propuesta,para el plan,dico_phrasis_0000028__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000029__es-es__flipped,dico_phrasis_0000029,es,es,tras cinco años completos en cautiverio,tras casi cinco años de cautiverio,dico_phrasis_0000029__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000029__es-es__original,dico_phrasis_0000029,es,es,tras casi cinco años de cautiverio,tras cinco años completos en cautiverio,dico_phrasis_0000029__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000033__es-es__flipped,dico_phrasis_0000033,es,es,9 turistas extranjeros y un pakistaní,10 turistas extranjeros,dico_phrasis_0000033__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000033__es-es__original,dico_phrasis_0000033,es,es,10 turistas extranjeros,9 turistas extranjeros y un pakistaní,dico_phrasis_0000033__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000036__es-es__flipped,dico_phrasis_0000036,es,es,como nuevo primer ministro de Australia,como primer ministro de Australia,dico_phrasis_0000036__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000036__es-es__original,dico_phrasis_0000036,es,es,como primer ministro de Australia,como nuevo primer ministro de Australia,dico_phrasis_0000036__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000037__es-es__flipped,dico_phrasis_0000037,es,es,de la política del hijo único,política del hijo único,dico_phrasis_0000037__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000037__es-es__original,dico_phrasis_0000037,es,es,política del hijo único,de la política del hijo único,dico_phrasis_0000037__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000038__es-es__flipped,dico_phrasis_0000038,es,es,Una madre,Una mujer,dico_phrasis_0000038__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000038__es-es__original,dico_phrasis_0000038,es,es,Una mujer,Una madre,dico_phrasis_0000038__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000039__es-es__flipped,dico_phrasis_0000039,es,es,tras su hija de ocho años,tras una niña de ocho años,dico_phrasis_0000039__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000039__es-es__original,dico_phrasis_0000039,es,es,tras una niña de ocho años,tras su hija de ocho años,dico_phrasis_0000039__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000042__es-es__flipped,dico_phrasis_0000042,es,es,"un aumento del 0,2 por ciento","0,2 por ciento",dico_phrasis_0000042__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000042__es-es__original,dico_phrasis_0000042,es,es,"0,2 por ciento","un aumento del 0,2 por ciento",dico_phrasis_0000042__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000043__es-es__flipped,dico_phrasis_0000043,es,es,de armas químicas,armas químicas,dico_phrasis_0000043__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000043__es-es__original,dico_phrasis_0000043,es,es,armas químicas,de armas químicas,dico_phrasis_0000043__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000044__es-es__flipped,dico_phrasis_0000044,es,es,Expertos de la ONU en armas químicas,Equipo de armas químicas,dico_phrasis_0000044__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000044__es-es__original,dico_phrasis_0000044,es,es,Equipo de armas químicas,Expertos de la ONU en armas químicas,dico_phrasis_0000044__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000045__es-es__flipped,dico_phrasis_0000045,es,es,su partido de la oposición,su oposición,dico_phrasis_0000045__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000045__es-es__original,dico_phrasis_0000045,es,es,su oposición,su partido de la oposición,dico_phrasis_0000045__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000047__es-es__flipped,dico_phrasis_0000047,es,es,muertes por el derrumbe en Bangladés,número de muertos,dico_phrasis_0000047__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000047__es-es__original,dico_phrasis_0000047,es,es,número de muertos,muertes por el derrumbe en Bangladés,dico_phrasis_0000047__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000048__es-es__flipped,dico_phrasis_0000048,es,es,Gobierno de Italia,Italia,dico_phrasis_0000048__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000048__es-es__original,dico_phrasis_0000048,es,es,Italia,Gobierno de Italia,dico_phrasis_0000048__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000049__es-es__flipped,dico_phrasis_0000049,es,es,asilo humanitario,asilo,dico_phrasis_0000049__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000049__es-es__original,dico_phrasis_0000049,es,es,asilo,asilo humanitario,dico_phrasis_0000049__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000050__es-es__flipped,dico_phrasis_0000050,es,es,contra la injerencia militar estadounidense,contra la intervención militar,dico_phrasis_0000050__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000050__es-es__original,dico_phrasis_0000050,es,es,contra la intervención militar,contra la injerencia militar estadounidense,dico_phrasis_0000050__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000051__es-es__flipped,dico_phrasis_0000051,es,es,elecciones generales de febrero,elecciones generales,dico_phrasis_0000051__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000051__es-es__original,dico_phrasis_0000051,es,es,elecciones generales,elecciones generales de febrero,dico_phrasis_0000051__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000052__es-es__flipped,dico_phrasis_0000052,es,es,Partido Demócrata de la oposición tailandesa,partido de la oposición tailandesa,dico_phrasis_0000052__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000052__es-es__original,dico_phrasis_0000052,es,es,partido de la oposición tailandesa,Partido Demócrata de la oposición tailandesa,dico_phrasis_0000052__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000053__es-es__flipped,dico_phrasis_0000053,es,es,en el conflicto de Irak,en Irak,dico_phrasis_0000053__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000053__es-es__original,dico_phrasis_0000053,es,es,en Irak,en el conflicto de Irak,dico_phrasis_0000053__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000054__es-es__flipped,dico_phrasis_0000054,es,es,en Bengasi,es Bengasi,dico_phrasis_0000054__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000054__es-es__original,dico_phrasis_0000054,es,es,es Bengasi,en Bengasi,dico_phrasis_0000054__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000055__es-es__flipped,dico_phrasis_0000055,es,es,su nuevo príncipe bebé,su nuevo príncipe,dico_phrasis_0000055__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000055__es-es__original,dico_phrasis_0000055,es,es,su nuevo príncipe,su nuevo príncipe bebé,dico_phrasis_0000055__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000057__es-es__flipped,dico_phrasis_0000057,es,es,castillo cruzado histórico,castillo cruzado,dico_phrasis_0000057__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000057__es-es__original,dico_phrasis_0000057,es,es,castillo cruzado,castillo cruzado histórico,dico_phrasis_0000057__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000058__es-es__flipped,dico_phrasis_0000058,es,es,de todos los partidarios de Morsi,Cuatro partidarios de Morsi,dico_phrasis_0000058__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000058__es-es__original,dico_phrasis_0000058,es,es,Cuatro partidarios de Morsi,de todos los partidarios de Morsi,dico_phrasis_0000058__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000060__es-es__flipped,dico_phrasis_0000060,es,es,cinco hombres,Cinco personas,dico_phrasis_0000060__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000060__es-es__original,dico_phrasis_0000060,es,es,Cinco personas,cinco hombres,dico_phrasis_0000060__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000061__es-es__flipped,dico_phrasis_0000061,es,es,por 40 desaparecidos,40 desaparecidos,dico_phrasis_0000061__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000061__es-es__original,dico_phrasis_0000061,es,es,40 desaparecidos,por 40 desaparecidos,dico_phrasis_0000061__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000062__es-es__flipped,dico_phrasis_0000062,es,es,en un incendio de tren en Canadá,en un accidente ferroviario en Canadá,dico_phrasis_0000062__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000062__es-es__original,dico_phrasis_0000062,es,es,en un accidente ferroviario en Canadá,en un incendio de tren en Canadá,dico_phrasis_0000062__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000063__es-es__flipped,dico_phrasis_0000063,es,es,autoridades israelíes,Israel,dico_phrasis_0000063__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000063__es-es__original,dico_phrasis_0000063,es,es,Israel,autoridades israelíes,dico_phrasis_0000063__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000065__es-es__flipped,dico_phrasis_0000065,es,es,sudafricanos,Sudáfrica,dico_phrasis_0000065__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000065__es-es__original,dico_phrasis_0000065,es,es,Sudáfrica,sudafricanos,dico_phrasis_0000065__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000066__es-es__flipped,dico_phrasis_0000066,es,es,el príncipe Guillermo y Catalina,el príncipe Guillermo,dico_phrasis_0000066__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000066__es-es__original,dico_phrasis_0000066,es,es,el príncipe Guillermo,el príncipe Guillermo y Catalina,dico_phrasis_0000066__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000068__es-es__flipped,dico_phrasis_0000068,es,es,Ataca brutalmente hasta matar,Mata,dico_phrasis_0000068__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000068__es-es__original,dico_phrasis_0000068,es,es,Mata,Ataca brutalmente hasta matar,dico_phrasis_0000068__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000069__es-es__flipped,dico_phrasis_0000069,es,es,Ataque con dron estadounidense,Ataque aéreo,dico_phrasis_0000069__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000069__es-es__original,dico_phrasis_0000069,es,es,Ataque aéreo,Ataque con dron estadounidense,dico_phrasis_0000069__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000072__es-es__flipped,dico_phrasis_0000072,es,es,militantes,2 militantes,dico_phrasis_0000072__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000072__es-es__original,dico_phrasis_0000072,es,es,2 militantes,militantes,dico_phrasis_0000072__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000073__es-es__flipped,dico_phrasis_0000073,es,es,tasas de interés,tasas,dico_phrasis_0000073__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000073__es-es__original,dico_phrasis_0000073,es,es,tasas,tasas de interés,dico_phrasis_0000073__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000074__es-es__flipped,dico_phrasis_0000074,es,es,juez estadounidense,juez,dico_phrasis_0000074__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000074__es-es__original,dico_phrasis_0000074,es,es,juez,juez estadounidense,dico_phrasis_0000074__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000075__es-es__flipped,dico_phrasis_0000075,es,es,operador de atracción de la Feria Estatal de Carolina del Norte,operador de atracción,dico_phrasis_0000075__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000075__es-es__original,dico_phrasis_0000075,es,es,operador de atracción,operador de atracción de la Feria Estatal de Carolina del Norte,dico_phrasis_0000075__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000076__es-es__flipped,dico_phrasis_0000076,es,es,16 soldados,12 soldados,dico_phrasis_0000076__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000076__es-es__original,dico_phrasis_0000076,es,es,12 soldados,16 soldados,dico_phrasis_0000076__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000077__es-es__flipped,dico_phrasis_0000077,es,es,en los tiroteos de Myrtle Beach,en un tiroteo en Miami,dico_phrasis_0000077__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000077__es-es__original,dico_phrasis_0000077,es,es,en un tiroteo en Miami,en los tiroteos de Myrtle Beach,dico_phrasis_0000077__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000079__es-es__flipped,dico_phrasis_0000079,es,es,para una refinería de Irak,para una refinería de petróleo,dico_phrasis_0000079__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000079__es-es__original,dico_phrasis_0000079,es,es,para una refinería de petróleo,para una refinería de Irak,dico_phrasis_0000079__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000080__es-es__flipped,dico_phrasis_0000080,es,es,manifestantes en campamentos de El Cairo,manifestantes de El Cairo,dico_phrasis_0000080__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000080__es-es__original,dico_phrasis_0000080,es,es,manifestantes de El Cairo,manifestantes en campamentos de El Cairo,dico_phrasis_0000080__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000082__es-es__flipped,dico_phrasis_0000082,es,es,Incendio forestal en Arizona,Incendio,dico_phrasis_0000082__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000082__es-es__original,dico_phrasis_0000082,es,es,Incendio,Incendio forestal en Arizona,dico_phrasis_0000082__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000083__es-es__flipped,dico_phrasis_0000083,es,es,Gobierno canadiense,Canadá,dico_phrasis_0000083__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000083__es-es__original,dico_phrasis_0000083,es,es,Canadá,Gobierno canadiense,dico_phrasis_0000083__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000085__es-es__flipped,dico_phrasis_0000085,es,es,cargos por tráfico de armas,sanciones,dico_phrasis_0000085__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000085__es-es__original,dico_phrasis_0000085,es,es,sanciones,cargos por tráfico de armas,dico_phrasis_0000085__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000086__es-es__flipped,dico_phrasis_0000086,es,es,contra los marineros rusos,contra Rusia,dico_phrasis_0000086__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000086__es-es__original,dico_phrasis_0000086,es,es,contra Rusia,contra los marineros rusos,dico_phrasis_0000086__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000088__es-es__flipped,dico_phrasis_0000088,es,es,Nuevos ataques aéreos sirios,ataque aéreo sirio,dico_phrasis_0000088__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000088__es-es__original,dico_phrasis_0000088,es,es,ataque aéreo sirio,Nuevos ataques aéreos sirios,dico_phrasis_0000088__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000089__es-es__flipped,dico_phrasis_0000089,es,es,para una candidatura presidencial,candidatura presidencial,dico_phrasis_0000089__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000089__es-es__original,dico_phrasis_0000089,es,es,candidatura presidencial,para una candidatura presidencial,dico_phrasis_0000089__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000090__es-es__flipped,dico_phrasis_0000090,es,es,cargos por piratería,cargos,dico_phrasis_0000090__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000090__es-es__original,dico_phrasis_0000090,es,es,cargos,cargos por piratería,dico_phrasis_0000090__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000091__es-es__flipped,dico_phrasis_0000091,es,es,con policías antidisturbios,con policías,dico_phrasis_0000091__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000091__es-es__original,dico_phrasis_0000091,es,es,con policías,con policías antidisturbios,dico_phrasis_0000091__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000095__es-es__flipped,dico_phrasis_0000095,es,es,Un niño pequeño,Un menor,dico_phrasis_0000095__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000095__es-es__original,dico_phrasis_0000095,es,es,Un menor,Un niño pequeño,dico_phrasis_0000095__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000097__es-es__flipped,dico_phrasis_0000097,es,es,Dos damas,Dos mujeres,dico_phrasis_0000097__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000097__es-es__original,dico_phrasis_0000097,es,es,Dos mujeres,Dos damas,dico_phrasis_0000097__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000098__es-es__flipped,dico_phrasis_0000098,es,es,a través de la hierba,sobre la hierba,dico_phrasis_0000098__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000098__es-es__original,dico_phrasis_0000098,es,es,sobre la hierba,a través de la hierba,dico_phrasis_0000098__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000100__es-es__flipped,dico_phrasis_0000100,es,es,un perro blanco,Un perro,dico_phrasis_0000100__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000100__es-es__original,dico_phrasis_0000100,es,es,Un perro,un perro blanco,dico_phrasis_0000100__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000102__es-es__flipped,dico_phrasis_0000102,es,es,Un niño pequeño,Un niño,dico_phrasis_0000102__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000102__es-es__original,dico_phrasis_0000102,es,es,Un niño,Un niño pequeño,dico_phrasis_0000102__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000103__es-es__flipped,dico_phrasis_0000103,es,es,saltando por encima de,salta,dico_phrasis_0000103__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000103__es-es__original,dico_phrasis_0000103,es,es,salta,saltando por encima de,dico_phrasis_0000103__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000104__es-es__flipped,dico_phrasis_0000104,es,es,con el pelo teñido con mechas rosas,con el pelo teñido,dico_phrasis_0000104__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000104__es-es__original,dico_phrasis_0000104,es,es,con el pelo teñido,con el pelo teñido con mechas rosas,dico_phrasis_0000104__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000105__es-es__flipped,dico_phrasis_0000105,es,es,una cámara grande,una cámara,dico_phrasis_0000105__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000105__es-es__original,dico_phrasis_0000105,es,es,una cámara,una cámara grande,dico_phrasis_0000105__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000107__es-es__flipped,dico_phrasis_0000107,es,es,Un perro marrón y blanco,Un perro,dico_phrasis_0000107__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000107__es-es__original,dico_phrasis_0000107,es,es,Un perro,Un perro marrón y blanco,dico_phrasis_0000107__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000108__es-es__flipped,dico_phrasis_0000108,es,es,Un perro pequeño,un perro,dico_phrasis_0000108__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000108__es-es__original,dico_phrasis_0000108,es,es,un perro,Un perro pequeño,dico_phrasis_0000108__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000109__es-es__flipped,dico_phrasis_0000109,es,es,en toda la hierba,en algo de hierba,dico_phrasis_0000109__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000109__es-es__original,dico_phrasis_0000109,es,es,en algo de hierba,en toda la hierba,dico_phrasis_0000109__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000110__es-es__flipped,dico_phrasis_0000110,es,es,en taburetes altos de bar,en taburetes altos,dico_phrasis_0000110__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000110__es-es__original,dico_phrasis_0000110,es,es,en taburetes altos,en taburetes altos de bar,dico_phrasis_0000110__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000112__es-es__flipped,dico_phrasis_0000112,es,es,a través de la nieve,en la nieve,dico_phrasis_0000112__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000112__es-es__original,dico_phrasis_0000112,es,es,en la nieve,a través de la nieve,dico_phrasis_0000112__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000113__es-es__flipped,dico_phrasis_0000113,es,es,un bebé pequeño,un bebé,dico_phrasis_0000113__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000113__es-es__original,dico_phrasis_0000113,es,es,un bebé,un bebé pequeño,dico_phrasis_0000113__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000115__es-es__flipped,dico_phrasis_0000115,es,es,con su bate,un bate,dico_phrasis_0000115__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000115__es-es__original,dico_phrasis_0000115,es,es,un bate,con su bate,dico_phrasis_0000115__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000116__es-es__flipped,dico_phrasis_0000116,es,es,con un balón de fútbol morado,con una pelota morada,dico_phrasis_0000116__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000116__es-es__original,dico_phrasis_0000116,es,es,con una pelota morada,con un balón de fútbol morado,dico_phrasis_0000116__es-es__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000117__es-es__flipped,dico_phrasis_0000117,es,es,El perro marrón flaco,El perro marrón,dico_phrasis_0000117__es-es__original,FORWARD_ENTAILMENT
dico_phrasis_0000117__es-es__original,dico_phrasis_0000117,es,es,El perro marrón,El perro marrón flaco,dico_phrasis_0000117__es-es__flipped,BACKWARD_ENTAILMENT
