instance_id,pair_id,text1_lang,text2_lang,text1,text2,label
dico_phrasis_0000036__en-en__original,dico_phrasis_0000036,en,en,as Australian PM,as Australia 's new Prime Minister,BACKWARD_ENTAILMENT
dico_phrasis_0000037__en-en__flipped,dico_phrasis_0000037,en,en,of one-child policy,one-child policy,FORWARD_ENTAILMENT
dico_phrasis_0000037__en-en__original,dico_phrasis_0000037,en,en,one-child policy,of one-child policy,BACKWARD_ENTAILMENT
dico_phrasis_0000038__en-en__flipped,dico_phrasis_0000038,en,en,A mother,A woman,FORWARD_ENTAILMENT
dico_phrasis_0000038__en-en__original,dico_phrasis_0000038,en,en,A woman,A mother,BACKWARD_ENTAILMENT
dico_phrasis_0000039__en-en__flipped,dico_phrasis_0000039,en,en,after her eight-year-old daughter,after an eight-year-old girl,FORWARD_ENTAILMENT
dico_phrasis_0000039__en-en__original,dico_phrasis_0000039,en,en,after an eight-year-old girl,after her eight-year-old daughter,BACKWARD_ENTAILMENT
dico_phrasis_0000042__en-en__flipped,dico_phrasis_0000042,en,en,up 0.2 percent,0.2 pct.,FORWARD_ENTAILMENT
dico_phrasis_0000042__en-en__original,dico_phrasis_0000042,en,en,0.2 pct.,up 0.2 percent,BACKWARD_ENTAILMENT
dico_phrasis_0000043__en-en__flipped,dico_phrasis_0000043,en,en,of chemical weapons,chemical weapons,FORWARD_ENTAILMENT
dico_phrasis_0000043__en-en__original,dico_phrasis_0000043,en,en,chemical weapons,of chemical weapons,BACKWARD_ENTAILMENT
dico_phrasis_0000044__en-en__flipped,dico_phrasis_0000044,en,en,UN Chemical Arms Experts,Chemical Arms Team,FORWARD_ENTAILMENT
dico_phrasis_0000044__en-en__original,dico_phrasis_0000044,en,en,Chemical Arms Team,UN Chemical Arms Experts,BACKWARD_ENTAILMENT
dico_phrasis_0000045__en-en__flipped,dico_phrasis_0000045,en,en,'s opposition party,'s opposition,FORWARD_ENTAILMENT
dico_phrasis_0000045__en-en__original,dico_phrasis_0000045,en,en,'s opposition,'s opposition party,BACKWARD_ENTAILMENT
dico_phrasis_0000047__en-en__flipped,dico_phrasis_0000047,en,en,Bangladesh collapse deaths,death toll,FORWARD_ENTAILMENT
dico_phrasis_0000047__en-en__original,dico_phrasis_0000047,en,en,death toll,Bangladesh collapse deaths,BACKWARD_ENTAILMENT
dico_phrasis_0000048__en-en__flipped,dico_phrasis_0000048,en,en,Italy gov 't,Italy,FORWARD_ENTAILMENT
dico_phrasis_0000048__en-en__original,dico_phrasis_0000048,en,en,Italy,Italy gov 't,BACKWARD_ENTAILMENT
dico_phrasis_0000049__en-en__flipped,dico_phrasis_0000049,en,en,humanitarian asylum,asylum,FORWARD_ENTAILMENT
dico_phrasis_0000049__en-en__original,dico_phrasis_0000049,en,en,asylum,humanitarian asylum,BACKWARD_ENTAILMENT
dico_phrasis_0000050__en-en__flipped,dico_phrasis_0000050,en,en,against US military interference,against military intervention,FORWARD_ENTAILMENT
dico_phrasis_0000050__en-en__original,dico_phrasis_0000050,en,en,against military intervention,against US military interference,BACKWARD_ENTAILMENT
dico_phrasis_0000051__en-en__flipped,dico_phrasis_0000051,en,en,of February general election,general election,FORWARD_ENTAILMENT
dico_phrasis_0000051__en-en__original,dico_phrasis_0000051,en,en,general election,of February general election,BACKWARD_ENTAILMENT
dico_phrasis_0000052__en-en__flipped,dico_phrasis_0000052,en,en,Thailand 's opposition Democrat Party,Thai opposition party,FORWARD_ENTAILMENT
dico_phrasis_0000052__en-en__original,dico_phrasis_0000052,en,en,Thai opposition party,Thailand 's opposition Democrat Party,BACKWARD_ENTAILMENT
dico_phrasis_0000053__en-en__flipped,dico_phrasis_0000053,en,en,in Iraq Conflict,in Iraq,FORWARD_ENTAILMENT
dico_phrasis_0000053__en-en__original,dico_phrasis_0000053,en,en,in Iraq,in Iraq Conflict,BACKWARD_ENTAILMENT
dico_phrasis_0000054__en-en__flipped,dico_phrasis_0000054,en,en,in Benghazi,'s Benghazi,FORWARD_ENTAILMENT
dico_phrasis_0000054__en-en__original,dico_phrasis_0000054,en,en,'s Benghazi,in Benghazi,BACKWARD_ENTAILMENT
dico_phrasis_0000055__en-en__flipped,dico_phrasis_0000055,en,en,'s new baby prince,'s new prince,FORWARD_ENTAILMENT
dico_phrasis_0000055__en-en__original,dico_phrasis_0000055,en,en,'s new prince,'s new baby prince,BACKWARD_ENTAILMENT
dico_phrasis_0000057__en-en__flipped,dico_phrasis_0000057,en,en,historic Crusader castle,Crusader castle,FORWARD_ENTAILMENT
dico_phrasis_0000057__en-en__original,dico_phrasis_0000057,en,en,Crusader castle,historic Crusader castle,BACKWARD_ENTAILMENT
dico_phrasis_0000058__en-en__flipped,dico_phrasis_0000058,en,en,of all Morsi supporters,Four Morsi supporters,FORWARD_ENTAILMENT
dico_phrasis_0000058__en-en__original,dico_phrasis_0000058,en,en,Four Morsi supporters,of all Morsi supporters,BACKWARD_ENTAILMENT
dico_phrasis_0000060__en-en__flipped,dico_phrasis_0000060,en,en,five men,Five people,FORWARD_ENTAILMENT
dico_phrasis_0000060__en-en__original,dico_phrasis_0000060,en,en,Five people,five men,BACKWARD_ENTAILMENT
dico_phrasis_0000061__en-en__flipped,dico_phrasis_0000061,en,en,for 40 missing,40 missing,FORWARD_ENTAILMENT
dico_phrasis_0000061__en-en__original,dico_phrasis_0000061,en,en,40 missing,for 40 missing,BACKWARD_ENTAILMENT
dico_phrasis_0000062__en-en__flipped,dico_phrasis_0000062,en,en,in Canada train blaze,in Canadian train wreck,FORWARD_ENTAILMENT
dico_phrasis_0000062__en-en__original,dico_phrasis_0000062,en,en,in Canadian train wreck,in Canada train blaze,BACKWARD_ENTAILMENT
dico_phrasis_0000063__en-en__flipped,dico_phrasis_0000063,en,en,Israeli authorities,Israel,FORWARD_ENTAILMENT
dico_phrasis_0000063__en-en__original,dico_phrasis_0000063,en,en,Israel,Israeli authorities,BACKWARD_ENTAILMENT
dico_phrasis_0000065__en-en__flipped,dico_phrasis_0000065,en,en,South Africans,South Africa,FORWARD_ENTAILMENT
dico_phrasis_0000065__en-en__original,dico_phrasis_0000065,en,en,South Africa,South Africans,BACKWARD_ENTAILMENT
dico_phrasis_0000066__en-en__flipped,dico_phrasis_0000066,en,en,Prince William and Catherine,Prince William,FORWARD_ENTAILMENT
dico_phrasis_0000066__en-en__original,dico_phrasis_0000066,en,en,Prince William,Prince William and Catherine,BACKWARD_ENTAILMENT
dico_phrasis_0000068__en-en__flipped,dico_phrasis_0000068,en,en,Mauls To Death,Kills,FORWARD_ENTAILMENT
dico_phrasis_0000068__en-en__original,dico_phrasis_0000068,en,en,Kills,Mauls To Death,BACKWARD_ENTAILMENT
dico_phrasis_0000069__en-en__flipped,dico_phrasis_0000069,en,en,US drone strike,Air strike,FORWARD_ENTAILMENT
dico_phrasis_0000069__en-en__original,dico_phrasis_0000069,en,en,Air strike,US drone strike,BACKWARD_ENTAILMENT
dico_phrasis_0000072__en-en__flipped,dico_phrasis_0000072,en,en,militants,2 militants,FORWARD_ENTAILMENT
dico_phrasis_0000072__en-en__original,dico_phrasis_0000072,en,en,2 militants,militants,BACKWARD_ENTAILMENT
dico_phrasis_0000073__en-en__flipped,dico_phrasis_0000073,en,en,interest rates,rates,FORWARD_ENTAILMENT
dico_phrasis_0000073__en-en__original,dico_phrasis_0000073,en,en,rates,interest rates,BACKWARD_ENTAILMENT
dico_phrasis_0000074__en-en__flipped,dico_phrasis_0000074,en,en,U.S. judge,Judge,FORWARD_ENTAILMENT
dico_phrasis_0000074__en-en__original,dico_phrasis_0000074,en,en,Judge,U.S. judge,BACKWARD_ENTAILMENT
dico_phrasis_0000075__en-en__flipped,dico_phrasis_0000075,en,en,N.C. State Fair ride operator,Ride operator,FORWARD_ENTAILMENT
dico_phrasis_0000075__en-en__original,dico_phrasis_0000075,en,en,Ride operator,N.C. State Fair ride operator,BACKWARD_ENTAILMENT
dico_phrasis_0000076__en-en__flipped,dico_phrasis_0000076,en,en,16 soldiers,12 Soldiers,FORWARD_ENTAILMENT
dico_phrasis_0000076__en-en__original,dico_phrasis_0000076,en,en,12 Soldiers,16 soldiers,BACKWARD_ENTAILMENT
dico_phrasis_0000077__en-en__flipped,dico_phrasis_0000077,en,en,in Myrtle Beach shootings,in Miami shooting,FORWARD_ENTAILMENT
dico_phrasis_0000077__en-en__original,dico_phrasis_0000077,en,en,in Miami shooting,in Myrtle Beach shootings,BACKWARD_ENTAILMENT
dico_phrasis_0000079__en-en__flipped,dico_phrasis_0000079,en,en,for Iraq refinery,for Oil Refinery,FORWARD_ENTAILMENT
dico_phrasis_0000079__en-en__original,dico_phrasis_0000079,en,en,for Oil Refinery,for Iraq refinery,BACKWARD_ENTAILMENT
dico_phrasis_0000080__en-en__flipped,dico_phrasis_0000080,en,en,In Cairo Camps Protesters,Cairo protesters,FORWARD_ENTAILMENT
dico_phrasis_0000080__en-en__original,dico_phrasis_0000080,en,en,Cairo protesters,In Cairo Camps Protesters,BACKWARD_ENTAILMENT
dico_phrasis_0000082__en-en__flipped,dico_phrasis_0000082,en,en,Arizona wildfire,Blaze,FORWARD_ENTAILMENT
dico_phrasis_0000082__en-en__original,dico_phrasis_0000082,en,en,Blaze,Arizona wildfire,BACKWARD_ENTAILMENT
dico_phrasis_0000083__en-en__flipped,dico_phrasis_0000083,en,en,Canadian government,Canada,FORWARD_ENTAILMENT
dico_phrasis_0000083__en-en__original,dico_phrasis_0000083,en,en,Canada,Canadian government,BACKWARD_ENTAILMENT
dico_phrasis_0000085__en-en__flipped,dico_phrasis_0000085,en,en,arms trafficking charges,sanctions,FORWARD_ENTAILMENT
dico_phrasis_0000085__en-en__original,dico_phrasis_0000085,en,en,sanctions,arms trafficking charges,BACKWARD_ENTAILMENT
dico_phrasis_0000086__en-en__flipped,dico_phrasis_0000086,en,en,against Russian sailors,against Russia,FORWARD_ENTAILMENT
dico_phrasis_0000086__en-en__original,dico_phrasis_0000086,en,en,against Russia,against Russian sailors,BACKWARD_ENTAILMENT
dico_phrasis_0000088__en-en__flipped,dico_phrasis_0000088,en,en,New Syrian Airstrikes,Syrian airstrike,FORWARD_ENTAILMENT
dico_phrasis_0000088__en-en__original,dico_phrasis_0000088,en,en,Syrian airstrike,New Syrian Airstrikes,BACKWARD_ENTAILMENT
dico_phrasis_0000089__en-en__flipped,dico_phrasis_0000089,en,en,for presidential bid,presidency bid,FORWARD_ENTAILMENT
dico_phrasis_0000089__en-en__original,dico_phrasis_0000089,en,en,presidency bid,for presidential bid,BACKWARD_ENTAILMENT
dico_phrasis_0000090__en-en__flipped,dico_phrasis_0000090,en,en,piracy charges,charges,FORWARD_ENTAILMENT
dico_phrasis_0000090__en-en__original,dico_phrasis_0000090,en,en,charges,piracy charges,BACKWARD_ENTAILMENT
dico_phrasis_0000091__en-en__flipped,dico_phrasis_0000091,en,en,with riot police,with police,FORWARD_ENTAILMENT
dico_phrasis_0000091__en-en__original,dico_phrasis_0000091,en,en,with police,with riot police,BACKWARD_ENTAILMENT
dico_phrasis_0000095__en-en__flipped,dico_phrasis_0000095,en,en,A young boy,A child,FORWARD_ENTAILMENT
dico_phrasis_0000095__en-en__original,dico_phrasis_0000095,en,en,A child,A young boy,BACKWARD_ENTAILMENT
dico_phrasis_0000097__en-en__flipped,dico_phrasis_0000097,en,en,Two ladies,Two women,FORWARD_ENTAILMENT
dico_phrasis_0000097__en-en__original,dico_phrasis_0000097,en,en,Two women,Two ladies,BACKWARD_ENTAILMENT
dico_phrasis_0000098__en-en__flipped,dico_phrasis_0000098,en,en,through the grass,on grass,FORWARD_ENTAILMENT
dico_phrasis_0000098__en-en__original,dico_phrasis_0000098,en,en,on grass,through the grass,BACKWARD_ENTAILMENT
dico_phrasis_0000100__en-en__flipped,dico_phrasis_0000100,en,en,a white dog,A dog,FORWARD_ENTAILMENT
dico_phrasis_0000100__en-en__original,dico_phrasis_0000100,en,en,A dog,a white dog,BACKWARD_ENTAILMENT
dico_phrasis_0000102__en-en__flipped,dico_phrasis_0000102,en,en,A little boy,A boy,FORWARD_ENTAILMENT
dico_phrasis_0000102__en-en__original,dico_phrasis_0000102,en,en,A boy,A little boy,BACKWARD_ENTAILMENT
dico_phrasis_0000103__en-en__flipped,dico_phrasis_0000103,en,en,jumping over,jumps,FORWARD_ENTAILMENT
dico_phrasis_0000103__en-en__original,dico_phrasis_0000103,en,en,jumps,jumping over,BACKWARD_ENTAILMENT
dico_phrasis_0000104__en-en__flipped,dico_phrasis_0000104,en,en,with pink streaked dye hair,with dyed hair,FORWARD_ENTAILMENT
dico_phrasis_0000104__en-en__original,dico_phrasis_0000104,en,en,with dyed hair,with pink streaked dye hair,BACKWARD_ENTAILMENT
dico_phrasis_0000105__en-en__flipped,dico_phrasis_0000105,en,en,a large camera,a camera,FORWARD_ENTAILMENT
dico_phrasis_0000105__en-en__original,dico_phrasis_0000105,en,en,a camera,a large camera,BACKWARD_ENTAILMENT
dico_phrasis_0000107__en-en__flipped,dico_phrasis_0000107,en,en,A brown and white dog,A dog,FORWARD_ENTAILMENT
dico_phrasis_0000107__en-en__original,dico_phrasis_0000107,en,en,A dog,A brown and white dog,BACKWARD_ENTAILMENT
dico_phrasis_0000108__en-en__flipped,dico_phrasis_0000108,en,en,A small dog,a dog,FORWARD_ENTAILMENT
dico_phrasis_0000108__en-en__original,dico_phrasis_0000108,en,en,a dog,A small dog,BACKWARD_ENTAILMENT
dico_phrasis_0000109__en-en__flipped,dico_phrasis_0000109,en,en,in all the grass,in some grass,FORWARD_ENTAILMENT
dico_phrasis_0000109__en-en__original,dico_phrasis_0000109,en,en,in some grass,in all the grass,BACKWARD_ENTAILMENT
dico_phrasis_0000110__en-en__flipped,dico_phrasis_0000110,en,en,on tall bar stools,on tall stools,FORWARD_ENTAILMENT
dico_phrasis_0000110__en-en__original,dico_phrasis_0000110,en,en,on tall stools,on tall bar stools,BACKWARD_ENTAILMENT
dico_phrasis_0000112__en-en__flipped,dico_phrasis_0000112,en,en,through the snow,in the snow,FORWARD_ENTAILMENT
dico_phrasis_0000112__en-en__original,dico_phrasis_0000112,en,en,in the snow,through the snow,BACKWARD_ENTAILMENT
dico_phrasis_0000113__en-en__flipped,dico_phrasis_0000113,en,en,a small baby,a baby,FORWARD_ENTAILMENT
dico_phrasis_0000113__en-en__original,dico_phrasis_0000113,en,en,a baby,a small baby,BACKWARD_ENTAILMENT
dico_phrasis_0000115__en-en__flipped,dico_phrasis_0000115,en,en,with his bat,a bat,FORWARD_ENTAILMENT
dico_phrasis_0000115__en-en__original,dico_phrasis_0000115,en,en,a bat,with his bat,BACKWARD_ENTAILMENT
dico_phrasis_0000116__en-en__flipped,dico_phrasis_0000116,en,en,with purple football,with a purple ball,FORWARD_ENTAILMENT
dico_phrasis_0000116__en-en__original,dico_phrasis_0000116,en,en,with a purple ball,with purple football,BACKWARD_ENTAILMENT
dico_phrasis_0000117__en-en__flipped,dico_phrasis_0000117,en,en,The skinny brown dog,The brown dog,FORWARD_ENTAILMENT
dico_phrasis_0000117__en-en__original,dico_phrasis_0000117,en,en,The brown dog,The skinny brown dog,BACKWARD_ENTAILMENT
dico_phrasis_0000119__en-en__flipped,dico_phrasis_0000119,en,en,of children,of four children,FORWARD_ENTAILMENT
dico_phrasis_0000119__en-en__original,dico_phrasis_0000119,en,en,of four children,of children,BACKWARD_ENTAILMENT
dico_phrasis_0000121__en-en__flipped,dico_phrasis_0000121,en,en,on glassy water,on the water,FORWARD_ENTAILMENT
dico_phrasis_0000121__en-en__original,dico_phrasis_0000121,en,en,on the water,on glassy water,BACKWARD_ENTAILMENT
dico_phrasis_0000122__en-en__flipped,dico_phrasis_0000122,en,en,into an inground pool,into a pool,FORWARD_ENTAILMENT
dico_phrasis_0000122__en-en__original,dico_phrasis_0000122,en,en,into a pool,into an inground pool,BACKWARD_ENTAILMENT
dico_phrasis_0000124__en-en__flipped,dico_phrasis_0000124,en,en,A young woman,A person,FORWARD_ENTAILMENT
dico_phrasis_0000124__en-en__original,dico_phrasis_0000124,en,en,A person,A young woman,BACKWARD_ENTAILMENT
dico_phrasis_0000126__en-en__flipped,dico_phrasis_0000126,en,en,on a hill,on a mountain,FORWARD_ENTAILMENT
dico_phrasis_0000126__en-en__original,dico_phrasis_0000126,en,en,on a mountain,on a hill,BACKWARD_ENTAILMENT
dico_phrasis_0000127__en-en__flipped,dico_phrasis_0000127,en,en,through snow,in the snow,FORWARD_ENTAILMENT
dico_phrasis_0000127__en-en__original,dico_phrasis_0000127,en,en,in the snow,through snow,BACKWARD_ENTAILMENT
dico_phrasis_0000128__en-en__flipped,dico_phrasis_0000128,en,en,along the sandy shoreline,on shore,FORWARD_ENTAILMENT
dico_phrasis_0000128__en-en__original,dico_phrasis_0000128,en,en,on shore,along the sandy shoreline,BACKWARD_ENTAILMENT
dico_phrasis_0000129__en-en__flipped,dico_phrasis_0000129,en,en,A black dog,Dog,FORWARD_ENTAILMENT
dico_phrasis_0000129__en-en__original,dico_phrasis_0000129,en,en,Dog,A black dog,BACKWARD_ENTAILMENT
dico_phrasis_0000131__en-en__flipped,dico_phrasis_0000131,en,en,bubbles,a bubble,FORWARD_ENTAILMENT
dico_phrasis_0000131__en-en__original,dico_phrasis_0000131,en,en,a bubble,bubbles,BACKWARD_ENTAILMENT
dico_phrasis_0000132__en-en__flipped,dico_phrasis_0000132,en,en,A kid,The person,FORWARD_ENTAILMENT
dico_phrasis_0000132__en-en__original,dico_phrasis_0000132,en,en,The person,A kid,BACKWARD_ENTAILMENT
dico_phrasis_0000134__en-en__flipped,dico_phrasis_0000134,en,en,A medium sized brown and white streaked dog,A white and tan dog,FORWARD_ENTAILMENT
dico_phrasis_0000134__en-en__original,dico_phrasis_0000134,en,en,A white and tan dog,A medium sized brown and white streaked dog,BACKWARD_ENTAILMENT
dico_phrasis_0000135__en-en__flipped,dico_phrasis_0000135,en,en,of people,of four,FORWARD_ENTAILMENT
dico_phrasis_0000135__en-en__original,dico_phrasis_0000135,en,en,of four,of people,BACKWARD_ENTAILMENT
dico_phrasis_0000136__en-en__flipped,dico_phrasis_0000136,en,en,by a tree,a tree,FORWARD_ENTAILMENT
dico_phrasis_0000136__en-en__original,dico_phrasis_0000136,en,en,a tree,by a tree,BACKWARD_ENTAILMENT
dico_phrasis_0000137__en-en__flipped,dico_phrasis_0000137,en,en,jumps up,jumping,FORWARD_ENTAILMENT
dico_phrasis_0000137__en-en__original,dico_phrasis_0000137,en,en,jumping,jumps up,BACKWARD_ENTAILMENT
dico_phrasis_0000140__en-en__flipped,dico_phrasis_0000140,en,en,A man and woman,The woman,FORWARD_ENTAILMENT
dico_phrasis_0000140__en-en__original,dico_phrasis_0000140,en,en,The woman,A man and woman,BACKWARD_ENTAILMENT
dico_phrasis_0000142__en-en__flipped,dico_phrasis_0000142,en,en,A young boy,A boy,FORWARD_ENTAILMENT
dico_phrasis_0000142__en-en__original,dico_phrasis_0000142,en,en,A boy,A young boy,BACKWARD_ENTAILMENT
dico_phrasis_0000144__en-en__flipped,dico_phrasis_0000144,en,en,in foam bubbles,with bubbles,FORWARD_ENTAILMENT
dico_phrasis_0000144__en-en__original,dico_phrasis_0000144,en,en,with bubbles,in foam bubbles,BACKWARD_ENTAILMENT
dico_phrasis_0000146__en-en__flipped,dico_phrasis_0000146,en,en,Two black dogs,A black dog,FORWARD_ENTAILMENT
dico_phrasis_0000146__en-en__original,dico_phrasis_0000146,en,en,A black dog,Two black dogs,BACKWARD_ENTAILMENT
dico_phrasis_0000147__en-en__flipped,dico_phrasis_0000147,en,en,through a large grassy area,on grass,FORWARD_ENTAILMENT
dico_phrasis_0000147__en-en__original,dico_phrasis_0000147,en,en,on grass,through a large grassy area,BACKWARD_ENTAILMENT
dico_phrasis_0000148__en-en__flipped,dico_phrasis_0000148,en,en,Several large dogs,Three dogs,FORWARD_ENTAILMENT
dico_phrasis_0000148__en-en__original,dico_phrasis_0000148,en,en,Three dogs,Several large dogs,BACKWARD_ENTAILMENT
dico_phrasis_0000149__en-en__flipped,dico_phrasis_0000149,en,en,The girl,A person,FORWARD_ENTAILMENT
dico_phrasis_0000149__en-en__original,dico_phrasis_0000149,en,en,A person,The girl,BACKWARD_ENTAILMENT
dico_phrasis_0000150__en-en__flipped,dico_phrasis_0000150,en,en,A large white dog,A white dog,FORWARD_ENTAILMENT
dico_phrasis_0000150__en-en__original,dico_phrasis_0000150,en,en,A white dog,A large white dog,BACKWARD_ENTAILMENT
dico_phrasis_0000151__en-en__flipped,dico_phrasis_0000151,en,en,through a snowy field,through snow,FORWARD_ENTAILMENT
dico_phrasis_0000151__en-en__original,dico_phrasis_0000151,en,en,through snow,through a snowy field,BACKWARD_ENTAILMENT
dico_phrasis_0000152__en-en__flipped,dico_phrasis_0000152,en,en,A little girl,A girl,FORWARD_ENTAILMENT
dico_phrasis_0000152__en-en__original,dico_phrasis_0000152,en,en,A girl,A little girl,BACKWARD_ENTAILMENT
dico_phrasis_0000153__en-en__flipped,dico_phrasis_0000153,en,en,through a watery field,through the grass,FORWARD_ENTAILMENT
dico_phrasis_0000153__en-en__original,dico_phrasis_0000153,en,en,through the grass,through a watery field,BACKWARD_ENTAILMENT
dico_phrasis_0000154__en-en__flipped,dico_phrasis_0000154,en,en,three black and white dogs,The black and white dog,FORWARD_ENTAILMENT
dico_phrasis_0000154__en-en__original,dico_phrasis_0000154,en,en,The black and white dog,three black and white dogs,BACKWARD_ENTAILMENT
dico_phrasis_0000156__en-en__flipped,dico_phrasis_0000156,en,en,in a snowy field,in the white snow,FORWARD_ENTAILMENT
dico_phrasis_0000156__en-en__original,dico_phrasis_0000156,en,en,in the white snow,in a snowy field,BACKWARD_ENTAILMENT
dico_phrasis_0000157__en-en__flipped,dico_phrasis_0000157,en,en,Two black dogs,Two dogs,FORWARD_ENTAILMENT
dico_phrasis_0000157__en-en__original,dico_phrasis_0000157,en,en,Two dogs,Two black dogs,BACKWARD_ENTAILMENT
dico_phrasis_0000159__en-en__flipped,dico_phrasis_0000159,en,en,while carrying,is carrying,FORWARD_ENTAILMENT
dico_phrasis_0000159__en-en__original,dico_phrasis_0000159,en,en,is carrying,while carrying,BACKWARD_ENTAILMENT
dico_phrasis_0000160__en-en__flipped,dico_phrasis_0000160,en,en,under an expressway ledge,under the bridge,FORWARD_ENTAILMENT
dico_phrasis_0000160__en-en__original,dico_phrasis_0000160,en,en,under the bridge,under an expressway ledge,BACKWARD_ENTAILMENT
dico_phrasis_0000161__en-en__flipped,dico_phrasis_0000161,en,en,at the leg,one's leg,FORWARD_ENTAILMENT
