instance_id,pair_id,text1_lang,text2_lang,text1,text2,reverse_pair_id,label
dico_phrasis_0000013__eu-eu__original,dico_phrasis_0000013,eu,eu,SAko presidenteordea,Sindh Asanbleako presidenteorde gisa,dico_phrasis_0000013__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000014__eu-eu__flipped,dico_phrasis_0000014,eu,eu,"haren seme-alabarik gazteena, Lady Soames",haren azken seme-alaba,dico_phrasis_0000014__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000014__eu-eu__original,dico_phrasis_0000014,eu,eu,haren azken seme-alaba,"haren seme-alabarik gazteena, Lady Soames",dico_phrasis_0000014__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000015__eu-eu__flipped,dico_phrasis_0000015,eu,eu,Golkoko uretan,itsasora,dico_phrasis_0000015__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000015__eu-eu__original,dico_phrasis_0000015,eu,eu,itsasora,Golkoko uretan,dico_phrasis_0000015__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000016__eu-eu__flipped,dico_phrasis_0000016,eu,eu,edozein presidentek bezala,-ren presidentea,dico_phrasis_0000016__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000016__eu-eu__original,dico_phrasis_0000016,eu,eu,-ren presidentea,edozein presidentek bezala,dico_phrasis_0000016__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000017__eu-eu__flipped,dico_phrasis_0000017,eu,eu,New Orleanseko desfileko tiroketan,New Orleanseko tiroketa batean,dico_phrasis_0000017__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000017__eu-eu__original,dico_phrasis_0000017,eu,eu,New Orleanseko tiroketa batean,New Orleanseko desfileko tiroketan,dico_phrasis_0000017__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000020__eu-eu__flipped,dico_phrasis_0000020,eu,eu,MKOren aldarrikapena,aldarrikapena,dico_phrasis_0000020__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000020__eu-eu__original,dico_phrasis_0000020,eu,eu,aldarrikapena,MKOren aldarrikapena,dico_phrasis_0000020__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000022__eu-eu__flipped,dico_phrasis_0000022,eu,eu,Australiako itsasontzia,Itsasontzia,dico_phrasis_0000022__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000022__eu-eu__original,dico_phrasis_0000022,eu,eu,Itsasontzia,Australiako itsasontzia,dico_phrasis_0000022__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000025__eu-eu__flipped,dico_phrasis_0000025,eu,eu,Bostongo biktimentzat,Bostongo biktimak,dico_phrasis_0000025__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000025__eu-eu__original,dico_phrasis_0000025,eu,eu,Bostongo biktimak,Bostongo biktimentzat,dico_phrasis_0000025__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000027__eu-eu__flipped,dico_phrasis_0000027,eu,eu,Ed Snowdenen aferaren inguruan,Edward Snowdenen inguruan,dico_phrasis_0000027__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000027__eu-eu__original,dico_phrasis_0000027,eu,eu,Edward Snowdenen inguruan,Ed Snowdenen aferaren inguruan,dico_phrasis_0000027__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000028__eu-eu__flipped,dico_phrasis_0000028,eu,eu,plan baterako,proposamen,dico_phrasis_0000028__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000028__eu-eu__original,dico_phrasis_0000028,eu,eu,proposamen,plan baterako,dico_phrasis_0000028__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000029__eu-eu__flipped,dico_phrasis_0000029,eu,eu,gatibualdian bost urte oso eman ondoren,ia bost urteko gatibualdiaren ondoren,dico_phrasis_0000029__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000029__eu-eu__original,dico_phrasis_0000029,eu,eu,ia bost urteko gatibualdiaren ondoren,gatibualdian bost urte oso eman ondoren,dico_phrasis_0000029__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000033__eu-eu__flipped,dico_phrasis_0000033,eu,eu,9 turista atzerritar eta pakistandar bat,10 turista atzerritar,dico_phrasis_0000033__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000033__eu-eu__original,dico_phrasis_0000033,eu,eu,10 turista atzerritar,9 turista atzerritar eta pakistandar bat,dico_phrasis_0000033__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000036__eu-eu__flipped,dico_phrasis_0000036,eu,eu,Australiako lehen ministro berri gisa,Australiako lehen ministro gisa,dico_phrasis_0000036__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000036__eu-eu__original,dico_phrasis_0000036,eu,eu,Australiako lehen ministro gisa,Australiako lehen ministro berri gisa,dico_phrasis_0000036__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000037__eu-eu__flipped,dico_phrasis_0000037,eu,eu,seme-alaba bakarraren politikaren,seme-alaba bakarraren politika,dico_phrasis_0000037__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000037__eu-eu__original,dico_phrasis_0000037,eu,eu,seme-alaba bakarraren politika,seme-alaba bakarraren politikaren,dico_phrasis_0000037__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000038__eu-eu__flipped,dico_phrasis_0000038,eu,eu,Ama bat,Emakume bat,dico_phrasis_0000038__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000038__eu-eu__original,dico_phrasis_0000038,eu,eu,Emakume bat,Ama bat,dico_phrasis_0000038__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000039__eu-eu__flipped,dico_phrasis_0000039,eu,eu,bere zortzi urteko alabaren ondoren,zortzi urteko neska baten ondoren,dico_phrasis_0000039__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000039__eu-eu__original,dico_phrasis_0000039,eu,eu,zortzi urteko neska baten ondoren,bere zortzi urteko alabaren ondoren,dico_phrasis_0000039__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000042__eu-eu__flipped,dico_phrasis_0000042,eu,eu,"ehuneko 0,2 gora","ehuneko 0,2",dico_phrasis_0000042__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000042__eu-eu__original,dico_phrasis_0000042,eu,eu,"ehuneko 0,2","ehuneko 0,2 gora",dico_phrasis_0000042__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000043__eu-eu__flipped,dico_phrasis_0000043,eu,eu,arma kimikoen,arma kimikoak,dico_phrasis_0000043__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000043__eu-eu__original,dico_phrasis_0000043,eu,eu,arma kimikoak,arma kimikoen,dico_phrasis_0000043__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000044__eu-eu__flipped,dico_phrasis_0000044,eu,eu,NBEko Arma Kimikoen Adituak,Arma Kimikoen Taldea,dico_phrasis_0000044__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000044__eu-eu__original,dico_phrasis_0000044,eu,eu,Arma Kimikoen Taldea,NBEko Arma Kimikoen Adituak,dico_phrasis_0000044__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000045__eu-eu__flipped,dico_phrasis_0000045,eu,eu,-ren oposizioko alderdia,-ren oposizioa,dico_phrasis_0000045__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000045__eu-eu__original,dico_phrasis_0000045,eu,eu,-ren oposizioa,-ren oposizioko alderdia,dico_phrasis_0000045__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000047__eu-eu__flipped,dico_phrasis_0000047,eu,eu,Bangladesheko kolapsoan hildakoak,hildakoen kopurua,dico_phrasis_0000047__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000047__eu-eu__original,dico_phrasis_0000047,eu,eu,hildakoen kopurua,Bangladesheko kolapsoan hildakoak,dico_phrasis_0000047__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000048__eu-eu__flipped,dico_phrasis_0000048,eu,eu,Italiako gobernua,Italia,dico_phrasis_0000048__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000048__eu-eu__original,dico_phrasis_0000048,eu,eu,Italia,Italiako gobernua,dico_phrasis_0000048__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000049__eu-eu__flipped,dico_phrasis_0000049,eu,eu,asilo humanitarioa,asiloa,dico_phrasis_0000049__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000049__eu-eu__original,dico_phrasis_0000049,eu,eu,asiloa,asilo humanitarioa,dico_phrasis_0000049__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000050__eu-eu__flipped,dico_phrasis_0000050,eu,eu,AEBen esku-sartze militarraren aurka,esku-hartze militarraren aurka,dico_phrasis_0000050__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000050__eu-eu__original,dico_phrasis_0000050,eu,eu,esku-hartze militarraren aurka,AEBen esku-sartze militarraren aurka,dico_phrasis_0000050__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000051__eu-eu__flipped,dico_phrasis_0000051,eu,eu,otsaileko hauteskunde orokorrak,hauteskunde orokorrak,dico_phrasis_0000051__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000051__eu-eu__original,dico_phrasis_0000051,eu,eu,hauteskunde orokorrak,otsaileko hauteskunde orokorrak,dico_phrasis_0000051__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000052__eu-eu__flipped,dico_phrasis_0000052,eu,eu,Thailandiako oposizioko Alderdi Demokrata,Thailandiako oposizioko alderdia,dico_phrasis_0000052__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000052__eu-eu__original,dico_phrasis_0000052,eu,eu,Thailandiako oposizioko alderdia,Thailandiako oposizioko Alderdi Demokrata,dico_phrasis_0000052__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000053__eu-eu__flipped,dico_phrasis_0000053,eu,eu,Irakeko gatazkan,Iraken,dico_phrasis_0000053__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000053__eu-eu__original,dico_phrasis_0000053,eu,eu,Iraken,Irakeko gatazkan,dico_phrasis_0000053__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000054__eu-eu__flipped,dico_phrasis_0000054,eu,eu,Benghazin,Benghazikoa,dico_phrasis_0000054__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000054__eu-eu__original,dico_phrasis_0000054,eu,eu,Benghazikoa,Benghazin,dico_phrasis_0000054__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000055__eu-eu__flipped,dico_phrasis_0000055,eu,eu,haren printze jaioberri berria,haren printze berria,dico_phrasis_0000055__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000055__eu-eu__original,dico_phrasis_0000055,eu,eu,haren printze berria,haren printze jaioberri berria,dico_phrasis_0000055__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000057__eu-eu__flipped,dico_phrasis_0000057,eu,eu,Gurutzatuen gaztelu historikoa,Gurutzatuen gaztelua,dico_phrasis_0000057__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000057__eu-eu__original,dico_phrasis_0000057,eu,eu,Gurutzatuen gaztelua,Gurutzatuen gaztelu historikoa,dico_phrasis_0000057__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000058__eu-eu__flipped,dico_phrasis_0000058,eu,eu,Morsiren jarraitzaile guztien artean,Morsiren lau jarraitzaile,dico_phrasis_0000058__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000058__eu-eu__original,dico_phrasis_0000058,eu,eu,Morsiren lau jarraitzaile,Morsiren jarraitzaile guztien artean,dico_phrasis_0000058__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000060__eu-eu__flipped,dico_phrasis_0000060,eu,eu,bost gizon,Bost pertsona,dico_phrasis_0000060__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000060__eu-eu__original,dico_phrasis_0000060,eu,eu,Bost pertsona,bost gizon,dico_phrasis_0000060__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000061__eu-eu__flipped,dico_phrasis_0000061,eu,eu,desagertutako 40engatik,40 desagertu,dico_phrasis_0000061__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000061__eu-eu__original,dico_phrasis_0000061,eu,eu,40 desagertu,desagertutako 40engatik,dico_phrasis_0000061__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000062__eu-eu__flipped,dico_phrasis_0000062,eu,eu,Kanadako tren-sutean,Kanadako tren-istripuan,dico_phrasis_0000062__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000062__eu-eu__original,dico_phrasis_0000062,eu,eu,Kanadako tren-istripuan,Kanadako tren-sutean,dico_phrasis_0000062__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000063__eu-eu__flipped,dico_phrasis_0000063,eu,eu,Israelgo agintariak,Israel,dico_phrasis_0000063__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000063__eu-eu__original,dico_phrasis_0000063,eu,eu,Israel,Israelgo agintariak,dico_phrasis_0000063__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000065__eu-eu__flipped,dico_phrasis_0000065,eu,eu,hegoafrikarrak,Hegoafrika,dico_phrasis_0000065__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000065__eu-eu__original,dico_phrasis_0000065,eu,eu,Hegoafrika,hegoafrikarrak,dico_phrasis_0000065__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000066__eu-eu__flipped,dico_phrasis_0000066,eu,eu,William printzea eta Catherine,William printzea,dico_phrasis_0000066__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000066__eu-eu__original,dico_phrasis_0000066,eu,eu,William printzea,William printzea eta Catherine,dico_phrasis_0000066__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000068__eu-eu__flipped,dico_phrasis_0000068,eu,eu,Hil arte triskatzen du,Hiltzen du,dico_phrasis_0000068__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000068__eu-eu__original,dico_phrasis_0000068,eu,eu,Hiltzen du,Hil arte triskatzen du,dico_phrasis_0000068__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000069__eu-eu__flipped,dico_phrasis_0000069,eu,eu,AEBetako drone-erasoa,Aire-erasoa,dico_phrasis_0000069__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000069__eu-eu__original,dico_phrasis_0000069,eu,eu,Aire-erasoa,AEBetako drone-erasoa,dico_phrasis_0000069__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000072__eu-eu__flipped,dico_phrasis_0000072,eu,eu,militanteak,2 militante,dico_phrasis_0000072__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000072__eu-eu__original,dico_phrasis_0000072,eu,eu,2 militante,militanteak,dico_phrasis_0000072__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000073__eu-eu__flipped,dico_phrasis_0000073,eu,eu,interes-tasak,tasak,dico_phrasis_0000073__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000073__eu-eu__original,dico_phrasis_0000073,eu,eu,tasak,interes-tasak,dico_phrasis_0000073__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000074__eu-eu__flipped,dico_phrasis_0000074,eu,eu,AEBetako epailea,Epailea,dico_phrasis_0000074__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000074__eu-eu__original,dico_phrasis_0000074,eu,eu,Epailea,AEBetako epailea,dico_phrasis_0000074__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000075__eu-eu__flipped,dico_phrasis_0000075,eu,eu,Ipar Carolinako Estatuko Azokako atrakzio-operadorea,atrakzio-operadorea,dico_phrasis_0000075__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000075__eu-eu__original,dico_phrasis_0000075,eu,eu,atrakzio-operadorea,Ipar Carolinako Estatuko Azokako atrakzio-operadorea,dico_phrasis_0000075__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000076__eu-eu__flipped,dico_phrasis_0000076,eu,eu,16 soldadu,12 soldadu,dico_phrasis_0000076__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000076__eu-eu__original,dico_phrasis_0000076,eu,eu,12 soldadu,16 soldadu,dico_phrasis_0000076__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000077__eu-eu__flipped,dico_phrasis_0000077,eu,eu,Myrtle Beacheko tiroketetan,Miamiko tiroketan,dico_phrasis_0000077__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000077__eu-eu__original,dico_phrasis_0000077,eu,eu,Miamiko tiroketan,Myrtle Beacheko tiroketetan,dico_phrasis_0000077__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000079__eu-eu__flipped,dico_phrasis_0000079,eu,eu,Irakeko findegirako,petrolio-findegirako,dico_phrasis_0000079__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000079__eu-eu__original,dico_phrasis_0000079,eu,eu,petrolio-findegirako,Irakeko findegirako,dico_phrasis_0000079__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000080__eu-eu__flipped,dico_phrasis_0000080,eu,eu,Kairoko kanpalekuetako manifestariak,Kairoko manifestariak,dico_phrasis_0000080__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000080__eu-eu__original,dico_phrasis_0000080,eu,eu,Kairoko manifestariak,Kairoko kanpalekuetako manifestariak,dico_phrasis_0000080__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000082__eu-eu__flipped,dico_phrasis_0000082,eu,eu,Arizonako baso-sutea,Sutea,dico_phrasis_0000082__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000082__eu-eu__original,dico_phrasis_0000082,eu,eu,Sutea,Arizonako baso-sutea,dico_phrasis_0000082__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000083__eu-eu__flipped,dico_phrasis_0000083,eu,eu,Kanadako gobernua,Kanada,dico_phrasis_0000083__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000083__eu-eu__original,dico_phrasis_0000083,eu,eu,Kanada,Kanadako gobernua,dico_phrasis_0000083__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000085__eu-eu__flipped,dico_phrasis_0000085,eu,eu,arma-trafikoagatiko akusazioak,zigorrak,dico_phrasis_0000085__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000085__eu-eu__original,dico_phrasis_0000085,eu,eu,zigorrak,arma-trafikoagatiko akusazioak,dico_phrasis_0000085__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000086__eu-eu__flipped,dico_phrasis_0000086,eu,eu,marinel errusiarren aurka,Errusiaren aurka,dico_phrasis_0000086__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000086__eu-eu__original,dico_phrasis_0000086,eu,eu,Errusiaren aurka,marinel errusiarren aurka,dico_phrasis_0000086__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000088__eu-eu__flipped,dico_phrasis_0000088,eu,eu,Siriako aire-eraso berriak,Siriako aire-erasoa,dico_phrasis_0000088__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000088__eu-eu__original,dico_phrasis_0000088,eu,eu,Siriako aire-erasoa,Siriako aire-eraso berriak,dico_phrasis_0000088__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000089__eu-eu__flipped,dico_phrasis_0000089,eu,eu,presidentetzarako hautagaitzarako,presidentetzarako hautagaitza,dico_phrasis_0000089__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000089__eu-eu__original,dico_phrasis_0000089,eu,eu,presidentetzarako hautagaitza,presidentetzarako hautagaitzarako,dico_phrasis_0000089__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000090__eu-eu__flipped,dico_phrasis_0000090,eu,eu,pirateria-akusazioak,akusazioak,dico_phrasis_0000090__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000090__eu-eu__original,dico_phrasis_0000090,eu,eu,akusazioak,pirateria-akusazioak,dico_phrasis_0000090__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000091__eu-eu__flipped,dico_phrasis_0000091,eu,eu,istiluen aurkako poliziarekin,poliziarekin,dico_phrasis_0000091__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000091__eu-eu__original,dico_phrasis_0000091,eu,eu,poliziarekin,istiluen aurkako poliziarekin,dico_phrasis_0000091__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000095__eu-eu__flipped,dico_phrasis_0000095,eu,eu,Mutil gazte bat,Haur bat,dico_phrasis_0000095__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000095__eu-eu__original,dico_phrasis_0000095,eu,eu,Haur bat,Mutil gazte bat,dico_phrasis_0000095__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000097__eu-eu__flipped,dico_phrasis_0000097,eu,eu,Bi dama,Bi emakume,dico_phrasis_0000097__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000097__eu-eu__original,dico_phrasis_0000097,eu,eu,Bi emakume,Bi dama,dico_phrasis_0000097__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000098__eu-eu__flipped,dico_phrasis_0000098,eu,eu,belarretan zehar,belar gainean,dico_phrasis_0000098__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000098__eu-eu__original,dico_phrasis_0000098,eu,eu,belar gainean,belarretan zehar,dico_phrasis_0000098__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000100__eu-eu__flipped,dico_phrasis_0000100,eu,eu,txakur zuri bat,Txakur bat,dico_phrasis_0000100__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000100__eu-eu__original,dico_phrasis_0000100,eu,eu,Txakur bat,txakur zuri bat,dico_phrasis_0000100__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000102__eu-eu__flipped,dico_phrasis_0000102,eu,eu,Mutil txiki bat,Mutil bat,dico_phrasis_0000102__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000102__eu-eu__original,dico_phrasis_0000102,eu,eu,Mutil bat,Mutil txiki bat,dico_phrasis_0000102__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000103__eu-eu__flipped,dico_phrasis_0000103,eu,eu,gainetik jauzi egiten ari da,jauzi egiten du,dico_phrasis_0000103__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000103__eu-eu__original,dico_phrasis_0000103,eu,eu,jauzi egiten du,gainetik jauzi egiten ari da,dico_phrasis_0000103__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000104__eu-eu__flipped,dico_phrasis_0000104,eu,eu,marra arrosak dituen ile tindatuarekin,ile tindatuarekin,dico_phrasis_0000104__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000104__eu-eu__original,dico_phrasis_0000104,eu,eu,ile tindatuarekin,marra arrosak dituen ile tindatuarekin,dico_phrasis_0000104__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000105__eu-eu__flipped,dico_phrasis_0000105,eu,eu,kamera handi bat,kamera bat,dico_phrasis_0000105__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000105__eu-eu__original,dico_phrasis_0000105,eu,eu,kamera bat,kamera handi bat,dico_phrasis_0000105__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000107__eu-eu__flipped,dico_phrasis_0000107,eu,eu,Txakur marroi eta zuri bat,Txakur bat,dico_phrasis_0000107__eu-eu__original,FORWARD_ENTAILMENT
dico_phrasis_0000107__eu-eu__original,dico_phrasis_0000107,eu,eu,Txakur bat,Txakur marroi eta zuri bat,dico_phrasis_0000107__eu-eu__flipped,BACKWARD_ENTAILMENT
dico_phrasis_0000108__eu-eu__flipped,dico_phrasis_0000108,eu,eu,Txakur txiki bat,txakur bat,dico_phrasis_0000108__eu-eu__original,FORWARD_ENTAILMENT
