instance_id,pair_id,text1_lang,text2_lang,text1,text2,label
dico_phrasis_0000009__eu-en__original,dico_phrasis_0000009,eu,en,22 hildako,89 dead,BACKWARD_ENTAILMENT
dico_phrasis_0000009__eu-es__flipped,dico_phrasis_0000009,eu,es,89 hildako,22 muertos,FORWARD_ENTAILMENT
dico_phrasis_0000009__eu-es__original,dico_phrasis_0000009,eu,es,22 hildako,89 muertos,BACKWARD_ENTAILMENT
dico_phrasis_0000011__en-es__flipped,dico_phrasis_0000011,en,es,Landslide Win,victoria,FORWARD_ENTAILMENT
dico_phrasis_0000011__en-es__original,dico_phrasis_0000011,en,es,'s win,victoria aplastante,BACKWARD_ENTAILMENT
dico_phrasis_0000011__en-eu__flipped,dico_phrasis_0000011,en,eu,Landslide Win,-ren garaipena,FORWARD_ENTAILMENT
dico_phrasis_0000011__en-eu__original,dico_phrasis_0000011,en,eu,'s win,garaipen zabala,BACKWARD_ENTAILMENT
dico_phrasis_0000011__es-en__flipped,dico_phrasis_0000011,es,en,victoria aplastante,'s win,FORWARD_ENTAILMENT
dico_phrasis_0000011__es-en__original,dico_phrasis_0000011,es,en,victoria,Landslide Win,BACKWARD_ENTAILMENT
dico_phrasis_0000011__es-eu__flipped,dico_phrasis_0000011,es,eu,victoria aplastante,-ren garaipena,FORWARD_ENTAILMENT
dico_phrasis_0000011__es-eu__original,dico_phrasis_0000011,es,eu,victoria,garaipen zabala,BACKWARD_ENTAILMENT
dico_phrasis_0000011__eu-en__flipped,dico_phrasis_0000011,eu,en,garaipen zabala,'s win,FORWARD_ENTAILMENT
dico_phrasis_0000011__eu-en__original,dico_phrasis_0000011,eu,en,-ren garaipena,Landslide Win,BACKWARD_ENTAILMENT
dico_phrasis_0000011__eu-es__flipped,dico_phrasis_0000011,eu,es,garaipen zabala,victoria,FORWARD_ENTAILMENT
dico_phrasis_0000011__eu-es__original,dico_phrasis_0000011,eu,es,-ren garaipena,victoria aplastante,BACKWARD_ENTAILMENT
dico_phrasis_0000012__en-es__flipped,dico_phrasis_0000012,en,es,in any hospital bed,en un hospital,FORWARD_ENTAILMENT
dico_phrasis_0000012__en-es__original,dico_phrasis_0000012,en,es,in hospital,en cualquier cama de hospital,BACKWARD_ENTAILMENT
dico_phrasis_0000012__en-eu__flipped,dico_phrasis_0000012,en,eu,in any hospital bed,ospitalean,FORWARD_ENTAILMENT
dico_phrasis_0000012__en-eu__original,dico_phrasis_0000012,en,eu,in hospital,ospitaleko edozein ohetan,BACKWARD_ENTAILMENT
dico_phrasis_0000012__es-en__flipped,dico_phrasis_0000012,es,en,en cualquier cama de hospital,in hospital,FORWARD_ENTAILMENT
dico_phrasis_0000012__es-en__original,dico_phrasis_0000012,es,en,en un hospital,in any hospital bed,BACKWARD_ENTAILMENT
dico_phrasis_0000012__es-eu__flipped,dico_phrasis_0000012,es,eu,en cualquier cama de hospital,ospitalean,FORWARD_ENTAILMENT
dico_phrasis_0000012__es-eu__original,dico_phrasis_0000012,es,eu,en un hospital,ospitaleko edozein ohetan,BACKWARD_ENTAILMENT
dico_phrasis_0000012__eu-en__flipped,dico_phrasis_0000012,eu,en,ospitaleko edozein ohetan,in hospital,FORWARD_ENTAILMENT
dico_phrasis_0000012__eu-en__original,dico_phrasis_0000012,eu,en,ospitalean,in any hospital bed,BACKWARD_ENTAILMENT
dico_phrasis_0000012__eu-es__flipped,dico_phrasis_0000012,eu,es,ospitaleko edozein ohetan,en un hospital,FORWARD_ENTAILMENT
dico_phrasis_0000012__eu-es__original,dico_phrasis_0000012,eu,es,ospitalean,en cualquier cama de hospital,BACKWARD_ENTAILMENT
dico_phrasis_0000013__en-es__flipped,dico_phrasis_0000013,en,es,as Sindh Assembly deputy speaker,vicepresidente de la SA,FORWARD_ENTAILMENT
dico_phrasis_0000013__en-es__original,dico_phrasis_0000013,en,es,Deputy Speaker of SA,como vicepresidente de la Asamblea de Sindh,BACKWARD_ENTAILMENT
dico_phrasis_0000013__en-eu__flipped,dico_phrasis_0000013,en,eu,as Sindh Assembly deputy speaker,SAko presidenteordea,FORWARD_ENTAILMENT
dico_phrasis_0000013__en-eu__original,dico_phrasis_0000013,en,eu,Deputy Speaker of SA,Sindh Asanbleako presidenteorde gisa,BACKWARD_ENTAILMENT
dico_phrasis_0000013__es-en__flipped,dico_phrasis_0000013,es,en,como vicepresidente de la Asamblea de Sindh,Deputy Speaker of SA,FORWARD_ENTAILMENT
dico_phrasis_0000013__es-en__original,dico_phrasis_0000013,es,en,vicepresidente de la SA,as Sindh Assembly deputy speaker,BACKWARD_ENTAILMENT
dico_phrasis_0000013__es-eu__flipped,dico_phrasis_0000013,es,eu,como vicepresidente de la Asamblea de Sindh,SAko presidenteordea,FORWARD_ENTAILMENT
dico_phrasis_0000013__es-eu__original,dico_phrasis_0000013,es,eu,vicepresidente de la SA,Sindh Asanbleako presidenteorde gisa,BACKWARD_ENTAILMENT
dico_phrasis_0000013__eu-en__flipped,dico_phrasis_0000013,eu,en,Sindh Asanbleako presidenteorde gisa,Deputy Speaker of SA,FORWARD_ENTAILMENT
dico_phrasis_0000013__eu-en__original,dico_phrasis_0000013,eu,en,SAko presidenteordea,as Sindh Assembly deputy speaker,BACKWARD_ENTAILMENT
dico_phrasis_0000013__eu-es__flipped,dico_phrasis_0000013,eu,es,Sindh Asanbleako presidenteorde gisa,vicepresidente de la SA,FORWARD_ENTAILMENT
dico_phrasis_0000013__eu-es__original,dico_phrasis_0000013,eu,es,SAko presidenteordea,como vicepresidente de la Asamblea de Sindh,BACKWARD_ENTAILMENT
dico_phrasis_0000014__en-es__flipped,dico_phrasis_0000014,en,es,'s youngest child Lady Soames,su descendiente menor,FORWARD_ENTAILMENT
dico_phrasis_0000014__en-es__original,dico_phrasis_0000014,en,es,'s last child,"su hija menor, Lady Soames",BACKWARD_ENTAILMENT
dico_phrasis_0000014__en-eu__flipped,dico_phrasis_0000014,en,eu,'s youngest child Lady Soames,haren azken seme-alaba,FORWARD_ENTAILMENT
dico_phrasis_0000014__en-eu__original,dico_phrasis_0000014,en,eu,'s last child,"haren seme-alabarik gazteena, Lady Soames",BACKWARD_ENTAILMENT
dico_phrasis_0000014__es-en__flipped,dico_phrasis_0000014,es,en,"su hija menor, Lady Soames",'s last child,FORWARD_ENTAILMENT
dico_phrasis_0000014__es-en__original,dico_phrasis_0000014,es,en,su descendiente menor,'s youngest child Lady Soames,BACKWARD_ENTAILMENT
dico_phrasis_0000014__es-eu__flipped,dico_phrasis_0000014,es,eu,"su hija menor, Lady Soames",haren azken seme-alaba,FORWARD_ENTAILMENT
dico_phrasis_0000014__es-eu__original,dico_phrasis_0000014,es,eu,su descendiente menor,"haren seme-alabarik gazteena, Lady Soames",BACKWARD_ENTAILMENT
dico_phrasis_0000014__eu-en__flipped,dico_phrasis_0000014,eu,en,"haren seme-alabarik gazteena, Lady Soames",'s last child,FORWARD_ENTAILMENT
dico_phrasis_0000014__eu-en__original,dico_phrasis_0000014,eu,en,haren azken seme-alaba,'s youngest child Lady Soames,BACKWARD_ENTAILMENT
dico_phrasis_0000014__eu-es__flipped,dico_phrasis_0000014,eu,es,"haren seme-alabarik gazteena, Lady Soames",su descendiente menor,FORWARD_ENTAILMENT
dico_phrasis_0000014__eu-es__original,dico_phrasis_0000014,eu,es,haren azken seme-alaba,"su hija menor, Lady Soames",BACKWARD_ENTAILMENT
dico_phrasis_0000015__en-es__flipped,dico_phrasis_0000015,en,es,in Gulf waters,en el mar,FORWARD_ENTAILMENT
dico_phrasis_0000015__en-es__original,dico_phrasis_0000015,en,es,into sea,en aguas del Golfo,BACKWARD_ENTAILMENT
dico_phrasis_0000015__en-eu__flipped,dico_phrasis_0000015,en,eu,in Gulf waters,itsasora,FORWARD_ENTAILMENT
dico_phrasis_0000015__en-eu__original,dico_phrasis_0000015,en,eu,into sea,Golkoko uretan,BACKWARD_ENTAILMENT
dico_phrasis_0000015__es-en__flipped,dico_phrasis_0000015,es,en,en aguas del Golfo,into sea,FORWARD_ENTAILMENT
dico_phrasis_0000015__es-en__original,dico_phrasis_0000015,es,en,en el mar,in Gulf waters,BACKWARD_ENTAILMENT
dico_phrasis_0000015__es-eu__flipped,dico_phrasis_0000015,es,eu,en aguas del Golfo,itsasora,FORWARD_ENTAILMENT
dico_phrasis_0000015__es-eu__original,dico_phrasis_0000015,es,eu,en el mar,Golkoko uretan,BACKWARD_ENTAILMENT
dico_phrasis_0000015__eu-en__flipped,dico_phrasis_0000015,eu,en,Golkoko uretan,into sea,FORWARD_ENTAILMENT
dico_phrasis_0000015__eu-en__original,dico_phrasis_0000015,eu,en,itsasora,in Gulf waters,BACKWARD_ENTAILMENT
dico_phrasis_0000015__eu-es__flipped,dico_phrasis_0000015,eu,es,Golkoko uretan,en el mar,FORWARD_ENTAILMENT
dico_phrasis_0000015__eu-es__original,dico_phrasis_0000015,eu,es,itsasora,en aguas del Golfo,BACKWARD_ENTAILMENT
dico_phrasis_0000016__en-es__flipped,dico_phrasis_0000016,en,es,as any president,presidente de,FORWARD_ENTAILMENT
dico_phrasis_0000016__en-es__original,dico_phrasis_0000016,en,es,'s president,como cualquier presidente,BACKWARD_ENTAILMENT
dico_phrasis_0000016__en-eu__flipped,dico_phrasis_0000016,en,eu,as any president,-ren presidentea,FORWARD_ENTAILMENT
dico_phrasis_0000016__en-eu__original,dico_phrasis_0000016,en,eu,'s president,edozein presidentek bezala,BACKWARD_ENTAILMENT
dico_phrasis_0000016__es-en__flipped,dico_phrasis_0000016,es,en,como cualquier presidente,'s president,FORWARD_ENTAILMENT
dico_phrasis_0000016__es-en__original,dico_phrasis_0000016,es,en,presidente de,as any president,BACKWARD_ENTAILMENT
dico_phrasis_0000016__es-eu__flipped,dico_phrasis_0000016,es,eu,como cualquier presidente,-ren presidentea,FORWARD_ENTAILMENT
dico_phrasis_0000016__es-eu__original,dico_phrasis_0000016,es,eu,presidente de,edozein presidentek bezala,BACKWARD_ENTAILMENT
dico_phrasis_0000016__eu-en__flipped,dico_phrasis_0000016,eu,en,edozein presidentek bezala,'s president,FORWARD_ENTAILMENT
dico_phrasis_0000016__eu-en__original,dico_phrasis_0000016,eu,en,-ren presidentea,as any president,BACKWARD_ENTAILMENT
dico_phrasis_0000016__eu-es__flipped,dico_phrasis_0000016,eu,es,edozein presidentek bezala,presidente de,FORWARD_ENTAILMENT
dico_phrasis_0000016__eu-es__original,dico_phrasis_0000016,eu,es,-ren presidentea,como cualquier presidente,BACKWARD_ENTAILMENT
dico_phrasis_0000017__en-es__flipped,dico_phrasis_0000017,en,es,at New Orleans Parade Shooting,en un tiroteo en Nueva Orleans,FORWARD_ENTAILMENT
dico_phrasis_0000017__en-es__original,dico_phrasis_0000017,en,es,in New Orleans shooting,en el tiroteo del desfile de Nueva Orleans,BACKWARD_ENTAILMENT
dico_phrasis_0000017__en-eu__flipped,dico_phrasis_0000017,en,eu,at New Orleans Parade Shooting,New Orleanseko tiroketa batean,FORWARD_ENTAILMENT
dico_phrasis_0000017__en-eu__original,dico_phrasis_0000017,en,eu,in New Orleans shooting,New Orleanseko desfileko tiroketan,BACKWARD_ENTAILMENT
dico_phrasis_0000017__es-en__flipped,dico_phrasis_0000017,es,en,en el tiroteo del desfile de Nueva Orleans,in New Orleans shooting,FORWARD_ENTAILMENT
dico_phrasis_0000017__es-en__original,dico_phrasis_0000017,es,en,en un tiroteo en Nueva Orleans,at New Orleans Parade Shooting,BACKWARD_ENTAILMENT
dico_phrasis_0000017__es-eu__flipped,dico_phrasis_0000017,es,eu,en el tiroteo del desfile de Nueva Orleans,New Orleanseko tiroketa batean,FORWARD_ENTAILMENT
dico_phrasis_0000017__es-eu__original,dico_phrasis_0000017,es,eu,en un tiroteo en Nueva Orleans,New Orleanseko desfileko tiroketan,BACKWARD_ENTAILMENT
dico_phrasis_0000017__eu-en__flipped,dico_phrasis_0000017,eu,en,New Orleanseko desfileko tiroketan,in New Orleans shooting,FORWARD_ENTAILMENT
dico_phrasis_0000017__eu-en__original,dico_phrasis_0000017,eu,en,New Orleanseko tiroketa batean,at New Orleans Parade Shooting,BACKWARD_ENTAILMENT
dico_phrasis_0000017__eu-es__flipped,dico_phrasis_0000017,eu,es,New Orleanseko desfileko tiroketan,en un tiroteo en Nueva Orleans,FORWARD_ENTAILMENT
dico_phrasis_0000017__eu-es__original,dico_phrasis_0000017,eu,es,New Orleanseko tiroketa batean,en el tiroteo del desfile de Nueva Orleans,BACKWARD_ENTAILMENT
dico_phrasis_0000020__en-es__flipped,dico_phrasis_0000020,en,es,MKO claim,afirmación,FORWARD_ENTAILMENT
dico_phrasis_0000020__en-es__original,dico_phrasis_0000020,en,es,claim,afirmación de MKO,BACKWARD_ENTAILMENT
dico_phrasis_0000020__en-eu__flipped,dico_phrasis_0000020,en,eu,MKO claim,aldarrikapena,FORWARD_ENTAILMENT
dico_phrasis_0000020__en-eu__original,dico_phrasis_0000020,en,eu,claim,MKOren aldarrikapena,BACKWARD_ENTAILMENT
dico_phrasis_0000020__es-en__flipped,dico_phrasis_0000020,es,en,afirmación de MKO,claim,FORWARD_ENTAILMENT
dico_phrasis_0000020__es-en__original,dico_phrasis_0000020,es,en,afirmación,MKO claim,BACKWARD_ENTAILMENT
dico_phrasis_0000020__es-eu__flipped,dico_phrasis_0000020,es,eu,afirmación de MKO,aldarrikapena,FORWARD_ENTAILMENT
dico_phrasis_0000020__es-eu__original,dico_phrasis_0000020,es,eu,afirmación,MKOren aldarrikapena,BACKWARD_ENTAILMENT
dico_phrasis_0000020__eu-en__flipped,dico_phrasis_0000020,eu,en,MKOren aldarrikapena,claim,FORWARD_ENTAILMENT
dico_phrasis_0000020__eu-en__original,dico_phrasis_0000020,eu,en,aldarrikapena,MKO claim,BACKWARD_ENTAILMENT
dico_phrasis_0000020__eu-es__flipped,dico_phrasis_0000020,eu,es,MKOren aldarrikapena,afirmación,FORWARD_ENTAILMENT
dico_phrasis_0000020__eu-es__original,dico_phrasis_0000020,eu,es,aldarrikapena,afirmación de MKO,BACKWARD_ENTAILMENT
dico_phrasis_0000022__en-es__flipped,dico_phrasis_0000022,en,es,Australian ship,Barco,FORWARD_ENTAILMENT
dico_phrasis_0000022__en-es__original,dico_phrasis_0000022,en,es,Ship,Barco australiano,BACKWARD_ENTAILMENT
dico_phrasis_0000022__en-eu__flipped,dico_phrasis_0000022,en,eu,Australian ship,Itsasontzia,FORWARD_ENTAILMENT
dico_phrasis_0000022__en-eu__original,dico_phrasis_0000022,en,eu,Ship,Australiako itsasontzia,BACKWARD_ENTAILMENT
dico_phrasis_0000022__es-en__flipped,dico_phrasis_0000022,es,en,Barco australiano,Ship,FORWARD_ENTAILMENT
dico_phrasis_0000022__es-en__original,dico_phrasis_0000022,es,en,Barco,Australian ship,BACKWARD_ENTAILMENT
dico_phrasis_0000022__es-eu__flipped,dico_phrasis_0000022,es,eu,Barco australiano,Itsasontzia,FORWARD_ENTAILMENT
dico_phrasis_0000022__es-eu__original,dico_phrasis_0000022,es,eu,Barco,Australiako itsasontzia,BACKWARD_ENTAILMENT
dico_phrasis_0000022__eu-en__flipped,dico_phrasis_0000022,eu,en,Australiako itsasontzia,Ship,FORWARD_ENTAILMENT
dico_phrasis_0000022__eu-en__original,dico_phrasis_0000022,eu,en,Itsasontzia,Australian ship,BACKWARD_ENTAILMENT
dico_phrasis_0000022__eu-es__flipped,dico_phrasis_0000022,eu,es,Australiako itsasontzia,Barco,FORWARD_ENTAILMENT
dico_phrasis_0000022__eu-es__original,dico_phrasis_0000022,eu,es,Itsasontzia,Barco australiano,BACKWARD_ENTAILMENT
dico_phrasis_0000025__en-es__flipped,dico_phrasis_0000025,en,es,for Boston victims,víctimas de Boston,FORWARD_ENTAILMENT
dico_phrasis_0000025__en-es__original,dico_phrasis_0000025,en,es,Boston victims,para las víctimas de Boston,BACKWARD_ENTAILMENT
dico_phrasis_0000025__en-eu__flipped,dico_phrasis_0000025,en,eu,for Boston victims,Bostongo biktimak,FORWARD_ENTAILMENT
dico_phrasis_0000025__en-eu__original,dico_phrasis_0000025,en,eu,Boston victims,Bostongo biktimentzat,BACKWARD_ENTAILMENT
dico_phrasis_0000025__es-en__flipped,dico_phrasis_0000025,es,en,para las víctimas de Boston,Boston victims,FORWARD_ENTAILMENT
dico_phrasis_0000025__es-en__original,dico_phrasis_0000025,es,en,víctimas de Boston,for Boston victims,BACKWARD_ENTAILMENT
dico_phrasis_0000025__es-eu__flipped,dico_phrasis_0000025,es,eu,para las víctimas de Boston,Bostongo biktimak,FORWARD_ENTAILMENT
dico_phrasis_0000025__es-eu__original,dico_phrasis_0000025,es,eu,víctimas de Boston,Bostongo biktimentzat,BACKWARD_ENTAILMENT
dico_phrasis_0000025__eu-en__flipped,dico_phrasis_0000025,eu,en,Bostongo biktimentzat,Boston victims,FORWARD_ENTAILMENT
dico_phrasis_0000025__eu-en__original,dico_phrasis_0000025,eu,en,Bostongo biktimak,for Boston victims,BACKWARD_ENTAILMENT
dico_phrasis_0000025__eu-es__flipped,dico_phrasis_0000025,eu,es,Bostongo biktimentzat,víctimas de Boston,FORWARD_ENTAILMENT
dico_phrasis_0000025__eu-es__original,dico_phrasis_0000025,eu,es,Bostongo biktimak,para las víctimas de Boston,BACKWARD_ENTAILMENT
dico_phrasis_0000027__en-es__flipped,dico_phrasis_0000027,en,es,over Ed Snowden affair,por Edward Snowden,FORWARD_ENTAILMENT
dico_phrasis_0000027__en-es__original,dico_phrasis_0000027,en,es,over Edward Snowden,por el caso Ed Snowden,BACKWARD_ENTAILMENT
dico_phrasis_0000027__en-eu__flipped,dico_phrasis_0000027,en,eu,over Ed Snowden affair,Edward Snowdenen inguruan,FORWARD_ENTAILMENT
dico_phrasis_0000027__en-eu__original,dico_phrasis_0000027,en,eu,over Edward Snowden,Ed Snowdenen aferaren inguruan,BACKWARD_ENTAILMENT
dico_phrasis_0000027__es-en__flipped,dico_phrasis_0000027,es,en,por el caso Ed Snowden,over Edward Snowden,FORWARD_ENTAILMENT
dico_phrasis_0000027__es-en__original,dico_phrasis_0000027,es,en,por Edward Snowden,over Ed Snowden affair,BACKWARD_ENTAILMENT
dico_phrasis_0000027__es-eu__flipped,dico_phrasis_0000027,es,eu,por el caso Ed Snowden,Edward Snowdenen inguruan,FORWARD_ENTAILMENT
dico_phrasis_0000027__es-eu__original,dico_phrasis_0000027,es,eu,por Edward Snowden,Ed Snowdenen aferaren inguruan,BACKWARD_ENTAILMENT
dico_phrasis_0000027__eu-en__flipped,dico_phrasis_0000027,eu,en,Ed Snowdenen aferaren inguruan,over Edward Snowden,FORWARD_ENTAILMENT
dico_phrasis_0000027__eu-en__original,dico_phrasis_0000027,eu,en,Edward Snowdenen inguruan,over Ed Snowden affair,BACKWARD_ENTAILMENT
dico_phrasis_0000027__eu-es__flipped,dico_phrasis_0000027,eu,es,Ed Snowdenen aferaren inguruan,por Edward Snowden,FORWARD_ENTAILMENT
dico_phrasis_0000027__eu-es__original,dico_phrasis_0000027,eu,es,Edward Snowdenen inguruan,por el caso Ed Snowden,BACKWARD_ENTAILMENT
dico_phrasis_0000028__en-es__flipped,dico_phrasis_0000028,en,es,for plan,propuesta,FORWARD_ENTAILMENT
dico_phrasis_0000028__en-es__original,dico_phrasis_0000028,en,es,proposal,para el plan,BACKWARD_ENTAILMENT
dico_phrasis_0000028__en-eu__flipped,dico_phrasis_0000028,en,eu,for plan,proposamen,FORWARD_ENTAILMENT
dico_phrasis_0000028__en-eu__original,dico_phrasis_0000028,en,eu,proposal,plan baterako,BACKWARD_ENTAILMENT
dico_phrasis_0000028__es-en__flipped,dico_phrasis_0000028,es,en,para el plan,proposal,FORWARD_ENTAILMENT
dico_phrasis_0000028__es-en__original,dico_phrasis_0000028,es,en,propuesta,for plan,BACKWARD_ENTAILMENT
dico_phrasis_0000028__es-eu__flipped,dico_phrasis_0000028,es,eu,para el plan,proposamen,FORWARD_ENTAILMENT
