instance_id,pair_id,text1_lang,text2_lang,text1,text2,reverse_pair_id,label
dico_phrasis_0000074__es-es__reverse,dico_phrasis_0000074,es,es,juez de EE. UU.,Juez,dico_phrasis_0000074__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000083__es-es__forward,dico_phrasis_0000083,es,es,Canadá,gobierno canadiense,dico_phrasis_0000083__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000083__es-es__reverse,dico_phrasis_0000083,es,es,gobierno canadiense,Canadá,dico_phrasis_0000083__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000084__es-es__forward,dico_phrasis_0000084,es,es,oleoducto,oleoducto controvertido,dico_phrasis_0000084__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000084__es-es__reverse,dico_phrasis_0000084,es,es,oleoducto controvertido,oleoducto,dico_phrasis_0000084__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000085__es-es__forward,dico_phrasis_0000085,es,es,sanciones,cargos por tráfico de armas,dico_phrasis_0000085__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000085__es-es__reverse,dico_phrasis_0000085,es,es,cargos por tráfico de armas,sanciones,dico_phrasis_0000085__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000094__es-es__forward,dico_phrasis_0000094,es,es,diplomático palestino,embajador palestino,dico_phrasis_0000094__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000094__es-es__reverse,dico_phrasis_0000094,es,es,embajador palestino,diplomático palestino,dico_phrasis_0000094__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000097__es-es__forward,dico_phrasis_0000097,es,es,Dos mujeres,Dos damas,dico_phrasis_0000097__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000097__es-es__reverse,dico_phrasis_0000097,es,es,Dos damas,Dos mujeres,dico_phrasis_0000097__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000101__es-es__forward,dico_phrasis_0000101,es,es,Una persona,Un motociclista,dico_phrasis_0000101__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000101__es-es__reverse,dico_phrasis_0000101,es,es,Un motociclista,Una persona,dico_phrasis_0000101__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000107__es-es__forward,dico_phrasis_0000107,es,es,Un perro,Un perro marrón y blanco,dico_phrasis_0000107__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000107__es-es__reverse,dico_phrasis_0000107,es,es,Un perro marrón y blanco,Un perro,dico_phrasis_0000107__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000118__es-es__forward,dico_phrasis_0000118,es,es,sobre la hierba,a través de la hierba alta y verde,dico_phrasis_0000118__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000118__es-es__reverse,dico_phrasis_0000118,es,es,a través de la hierba alta y verde,sobre la hierba,dico_phrasis_0000118__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000121__es-es__forward,dico_phrasis_0000121,es,es,sobre el agua,sobre agua cristalina,dico_phrasis_0000121__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000121__es-es__reverse,dico_phrasis_0000121,es,es,sobre agua cristalina,sobre el agua,dico_phrasis_0000121__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000124__es-es__forward,dico_phrasis_0000124,es,es,Una persona,Una mujer joven,dico_phrasis_0000124__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000124__es-es__reverse,dico_phrasis_0000124,es,es,Una mujer joven,Una persona,dico_phrasis_0000124__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000125__es-es__forward,dico_phrasis_0000125,es,es,a través de la hierba verde,en un campo cubierto de hierba alta,dico_phrasis_0000125__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000125__es-es__reverse,dico_phrasis_0000125,es,es,en un campo cubierto de hierba alta,a través de la hierba verde,dico_phrasis_0000125__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000131__es-es__forward,dico_phrasis_0000131,es,es,una burbuja,burbujas,dico_phrasis_0000131__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000131__es-es__reverse,dico_phrasis_0000131,es,es,burbujas,una burbuja,dico_phrasis_0000131__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000136__es-es__forward,dico_phrasis_0000136,es,es,un árbol,junto a un árbol,dico_phrasis_0000136__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000136__es-es__reverse,dico_phrasis_0000136,es,es,junto a un árbol,un árbol,dico_phrasis_0000136__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000151__es-es__forward,dico_phrasis_0000151,es,es,a través de la nieve,a través de un campo nevado,dico_phrasis_0000151__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000151__es-es__reverse,dico_phrasis_0000151,es,es,a través de un campo nevado,a través de la nieve,dico_phrasis_0000151__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000155__es-es__forward,dico_phrasis_0000155,es,es,una chaqueta azul,con una chaqueta azul,dico_phrasis_0000155__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000155__es-es__reverse,dico_phrasis_0000155,es,es,con una chaqueta azul,una chaqueta azul,dico_phrasis_0000155__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000157__es-es__forward,dico_phrasis_0000157,es,es,Dos perros,Dos perros negros,dico_phrasis_0000157__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000157__es-es__reverse,dico_phrasis_0000157,es,es,Dos perros negros,Dos perros,dico_phrasis_0000157__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000158__es-es__forward,dico_phrasis_0000158,es,es,Un perro negro,Un perro negro y canela,dico_phrasis_0000158__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000158__es-es__reverse,dico_phrasis_0000158,es,es,Un perro negro y canela,Un perro negro,dico_phrasis_0000158__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000161__es-es__forward,dico_phrasis_0000161,es,es,pierna de S,en la pierna,dico_phrasis_0000161__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000161__es-es__reverse,dico_phrasis_0000161,es,es,en la pierna,pierna de S,dico_phrasis_0000161__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000162__es-es__forward,dico_phrasis_0000162,es,es,un caballo,de un caballo,dico_phrasis_0000162__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000162__es-es__reverse,dico_phrasis_0000162,es,es,de un caballo,un caballo,dico_phrasis_0000162__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000168__es-es__forward,dico_phrasis_0000168,es,es,Un perro blanco y negro,"Un perro negro, marrón y blanco",dico_phrasis_0000168__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000168__es-es__reverse,dico_phrasis_0000168,es,es,"Un perro negro, marrón y blanco",Un perro blanco y negro,dico_phrasis_0000168__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000172__es-es__forward,dico_phrasis_0000172,es,es,sobre el césped,en una llanura cubierta de hierba,dico_phrasis_0000172__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000172__es-es__reverse,dico_phrasis_0000172,es,es,en una llanura cubierta de hierba,sobre el césped,dico_phrasis_0000172__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000180__es-es__forward,dico_phrasis_0000180,es,es,con un palo,con palos,dico_phrasis_0000180__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000180__es-es__reverse,dico_phrasis_0000180,es,es,con palos,con un palo,dico_phrasis_0000180__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000188__es-es__forward,dico_phrasis_0000188,es,es,un perro blanco,un pequeño perro blanco,dico_phrasis_0000188__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000188__es-es__reverse,dico_phrasis_0000188,es,es,un pequeño perro blanco,un perro blanco,dico_phrasis_0000188__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000193__es-es__forward,dico_phrasis_0000193,es,es,Un perro,Un perro marrón,dico_phrasis_0000193__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000193__es-es__reverse,dico_phrasis_0000193,es,es,Un perro marrón,Un perro,dico_phrasis_0000193__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000208__es-es__forward,dico_phrasis_0000208,es,es,Bebé,Una niña pequeña,dico_phrasis_0000208__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000208__es-es__reverse,dico_phrasis_0000208,es,es,Una niña pequeña,Bebé,dico_phrasis_0000208__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000213__es-es__forward,dico_phrasis_0000213,es,es,Dos perros,Dos perros de color canela,dico_phrasis_0000213__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000213__es-es__reverse,dico_phrasis_0000213,es,es,Dos perros de color canela,Dos perros,dico_phrasis_0000213__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000219__es-es__forward,dico_phrasis_0000219,es,es,a través de la nieve,alrededor de la calle llana y nevada,dico_phrasis_0000219__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000219__es-es__reverse,dico_phrasis_0000219,es,es,alrededor de la calle llana y nevada,a través de la nieve,dico_phrasis_0000219__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000220__es-es__forward,dico_phrasis_0000220,es,es,una pelota,una pelota naranja,dico_phrasis_0000220__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000220__es-es__reverse,dico_phrasis_0000220,es,es,una pelota naranja,una pelota,dico_phrasis_0000220__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000221__es-es__forward,dico_phrasis_0000221,es,es,en un patio,en un campo cubierto de hierba,dico_phrasis_0000221__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000221__es-es__reverse,dico_phrasis_0000221,es,es,en un campo cubierto de hierba,en un patio,dico_phrasis_0000221__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000223__es-es__forward,dico_phrasis_0000223,es,es,mientras un toro,de un toro marrón,dico_phrasis_0000223__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000223__es-es__reverse,dico_phrasis_0000223,es,es,de un toro marrón,mientras un toro,dico_phrasis_0000223__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000229__es-es__forward,dico_phrasis_0000229,es,es,viernes,mediodía del viernes,dico_phrasis_0000229__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000229__es-es__reverse,dico_phrasis_0000229,es,es,mediodía del viernes,viernes,dico_phrasis_0000229__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000230__es-es__forward,dico_phrasis_0000230,es,es,Boeing 787 Dreamliner,en 787 Dreamliner,dico_phrasis_0000230__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000230__es-es__reverse,dico_phrasis_0000230,es,es,en 787 Dreamliner,Boeing 787 Dreamliner,dico_phrasis_0000230__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000240__es-es__forward,dico_phrasis_0000240,es,es,Líderes de la oposición,Líderes de la oposición de Camboya,dico_phrasis_0000240__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000240__es-es__reverse,dico_phrasis_0000240,es,es,Líderes de la oposición de Camboya,Líderes de la oposición,dico_phrasis_0000240__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000242__es-es__forward,dico_phrasis_0000242,es,es,prueba nuclear norcoreana,controvertida tercera prueba nuclear de Corea del Norte,dico_phrasis_0000242__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000242__es-es__reverse,dico_phrasis_0000242,es,es,controvertida tercera prueba nuclear de Corea del Norte,prueba nuclear norcoreana,dico_phrasis_0000242__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000248__es-es__forward,dico_phrasis_0000248,es,es,50.º aniversario,En el 50.º aniversario,dico_phrasis_0000248__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000248__es-es__reverse,dico_phrasis_0000248,es,es,En el 50.º aniversario,50.º aniversario,dico_phrasis_0000248__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000251__es-es__forward,dico_phrasis_0000251,es,es,esperanzas,Grandes esperanzas,dico_phrasis_0000251__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000251__es-es__reverse,dico_phrasis_0000251,es,es,Grandes esperanzas,esperanzas,dico_phrasis_0000251__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000257__es-es__forward,dico_phrasis_0000257,es,es,Comité,Comité Judicial del Senado,dico_phrasis_0000257__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000257__es-es__reverse,dico_phrasis_0000257,es,es,Comité Judicial del Senado,Comité,dico_phrasis_0000257__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000259__es-es__forward,dico_phrasis_0000259,es,es,ley de atención médica,nueva ley de atención médica,dico_phrasis_0000259__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000259__es-es__reverse,dico_phrasis_0000259,es,es,nueva ley de atención médica,ley de atención médica,dico_phrasis_0000259__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000264__es-es__forward,dico_phrasis_0000264,es,es,a Oprah,en entrevista con Oprah,dico_phrasis_0000264__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000264__es-es__reverse,dico_phrasis_0000264,es,es,en entrevista con Oprah,a Oprah,dico_phrasis_0000264__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000265__es-es__forward,dico_phrasis_0000265,es,es,seis potencias globales,potencias mundiales,dico_phrasis_0000265__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000265__es-es__reverse,dico_phrasis_0000265,es,es,potencias mundiales,seis potencias globales,dico_phrasis_0000265__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000283__es-es__forward,dico_phrasis_0000283,es,es,simpatizante de la Hermandad Musulmana,simpatizantes de la Hermandad Musulmana,dico_phrasis_0000283__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000283__es-es__reverse,dico_phrasis_0000283,es,es,simpatizantes de la Hermandad Musulmana,simpatizante de la Hermandad Musulmana,dico_phrasis_0000283__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000284__es-es__forward,dico_phrasis_0000284,es,es,jueves,el jueves,dico_phrasis_0000284__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000284__es-es__reverse,dico_phrasis_0000284,es,es,el jueves,jueves,dico_phrasis_0000284__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000288__es-es__forward,dico_phrasis_0000288,es,es,en español accidente de tren,en español accidente de tren de alta velocidad,dico_phrasis_0000288__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000288__es-es__reverse,dico_phrasis_0000288,es,es,en español accidente de tren de alta velocidad,en español accidente de tren,dico_phrasis_0000288__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000289__es-es__forward,dico_phrasis_0000289,es,es,Hasta 50 muertos,Más de 70 muertos,dico_phrasis_0000289__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000289__es-es__reverse,dico_phrasis_0000289,es,es,Más de 70 muertos,Hasta 50 muertos,dico_phrasis_0000289__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000292__es-es__forward,dico_phrasis_0000292,es,es,900 viviendas de asentamiento,para nuevas viviendas de colonos,dico_phrasis_0000292__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000292__es-es__reverse,dico_phrasis_0000292,es,es,para nuevas viviendas de colonos,900 viviendas de asentamiento,dico_phrasis_0000292__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000297__es-es__forward,dico_phrasis_0000297,es,es,Tornados,"Tornados, tormentas dañinas",dico_phrasis_0000297__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000297__es-es__reverse,dico_phrasis_0000297,es,es,"Tornados, tormentas dañinas",Tornados,dico_phrasis_0000297__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000298__es-es__forward,dico_phrasis_0000298,es,es,afirmaciones de piratería informática de EE. UU.,acusaciones ` infundadas ' de piratería informática de EE. UU.,dico_phrasis_0000298__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000298__es-es__reverse,dico_phrasis_0000298,es,es,acusaciones ` infundadas ' de piratería informática de EE. UU.,afirmaciones de piratería informática de EE. UU.,dico_phrasis_0000298__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000300__es-es__forward,dico_phrasis_0000300,es,es,Senado,Senado de Estados Unidos,dico_phrasis_0000300__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000300__es-es__reverse,dico_phrasis_0000300,es,es,Senado de Estados Unidos,Senado,dico_phrasis_0000300__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000310__es-es__forward,dico_phrasis_0000310,es,es,EE. UU.,Cámara de Representantes de EE. UU.,dico_phrasis_0000310__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000310__es-es__reverse,dico_phrasis_0000310,es,es,Cámara de Representantes de EE. UU.,EE. UU.,dico_phrasis_0000310__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000313__es-es__forward,dico_phrasis_0000313,es,es,5,al menos diez,dico_phrasis_0000313__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000313__es-es__reverse,dico_phrasis_0000313,es,es,al menos diez,5,dico_phrasis_0000313__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000330__es-es__forward,dico_phrasis_0000330,es,es,iPhone,importaciones de iPhone 4,dico_phrasis_0000330__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000330__es-es__reverse,dico_phrasis_0000330,es,es,importaciones de iPhone 4,iPhone,dico_phrasis_0000330__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000331__es-es__forward,dico_phrasis_0000331,es,es,China,China y Taiwán,dico_phrasis_0000331__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000331__es-es__reverse,dico_phrasis_0000331,es,es,China y Taiwán,China,dico_phrasis_0000331__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000337__es-es__forward,dico_phrasis_0000337,es,es,pakistaní,en Pakistán,dico_phrasis_0000337__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000337__es-es__reverse,dico_phrasis_0000337,es,es,en Pakistán,pakistaní,dico_phrasis_0000337__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000345__es-es__forward,dico_phrasis_0000345,es,es,George Zimmerman,después de Zimmerman,dico_phrasis_0000345__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000345__es-es__reverse,dico_phrasis_0000345,es,es,después de Zimmerman,George Zimmerman,dico_phrasis_0000345__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000347__es-es__forward,dico_phrasis_0000347,es,es,Mubarak,de Mubarak,dico_phrasis_0000347__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000347__es-es__reverse,dico_phrasis_0000347,es,es,de Mubarak,Mubarak,dico_phrasis_0000347__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000349__es-es__forward,dico_phrasis_0000349,es,es,para hijo,a favor del hijo,dico_phrasis_0000349__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000349__es-es__reverse,dico_phrasis_0000349,es,es,a favor del hijo,para hijo,dico_phrasis_0000349__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000350__es-es__forward,dico_phrasis_0000350,es,es,8-10 personas,de personas,dico_phrasis_0000350__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000350__es-es__reverse,dico_phrasis_0000350,es,es,de personas,8-10 personas,dico_phrasis_0000350__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000354__es-es__forward,dico_phrasis_0000354,es,es,11 turistas extranjeros,11 escaladores extranjeros,dico_phrasis_0000354__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000354__es-es__reverse,dico_phrasis_0000354,es,es,11 escaladores extranjeros,11 turistas extranjeros,dico_phrasis_0000354__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000355__es-es__forward,dico_phrasis_0000355,es,es,de easyJet,de la aerolínea británica de bajo coste easyJet,dico_phrasis_0000355__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000355__es-es__reverse,dico_phrasis_0000355,es,es,de la aerolínea británica de bajo coste easyJet,de easyJet,dico_phrasis_0000355__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000360__es-es__forward,dico_phrasis_0000360,es,es,Washington Post,Para The Washington Post,dico_phrasis_0000360__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000360__es-es__reverse,dico_phrasis_0000360,es,es,Para The Washington Post,Washington Post,dico_phrasis_0000360__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000372__es-es__forward,dico_phrasis_0000372,es,es,3 militantes,4 militantes,dico_phrasis_0000372__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000372__es-es__reverse,dico_phrasis_0000372,es,es,4 militantes,3 militantes,dico_phrasis_0000372__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000376__es-es__forward,dico_phrasis_0000376,es,es,Cuatro muertos,Cinco muertos,dico_phrasis_0000376__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000376__es-es__reverse,dico_phrasis_0000376,es,es,Cinco muertos,Cuatro muertos,dico_phrasis_0000376__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000378__es-es__forward,dico_phrasis_0000378,es,es,corona de Miss America,Miss America,dico_phrasis_0000378__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000378__es-es__reverse,dico_phrasis_0000378,es,es,Miss America,corona de Miss America,dico_phrasis_0000378__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000384__es-es__forward,dico_phrasis_0000384,es,es,policía keniana,Kenia por la policía antiterrorista,dico_phrasis_0000384__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000384__es-es__reverse,dico_phrasis_0000384,es,es,Kenia por la policía antiterrorista,policía keniana,dico_phrasis_0000384__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000401__es-es__forward,dico_phrasis_0000401,es,es,arrestado en el Palacio de Buckingham,después del arresto en el Palacio de Buckingham,dico_phrasis_0000401__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000401__es-es__reverse,dico_phrasis_0000401,es,es,después del arresto en el Palacio de Buckingham,arrestado en el Palacio de Buckingham,dico_phrasis_0000401__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000402__es-es__forward,dico_phrasis_0000402,es,es,la Hermandad,la Hermandad Musulmana,dico_phrasis_0000402__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000402__es-es__reverse,dico_phrasis_0000402,es,es,la Hermandad Musulmana,la Hermandad,dico_phrasis_0000402__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000404__es-es__forward,dico_phrasis_0000404,es,es,la Hermandad de,la Hermandad Musulmana de,dico_phrasis_0000404__es-es__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000404__es-es__reverse,dico_phrasis_0000404,es,es,la Hermandad Musulmana de,la Hermandad de,dico_phrasis_0000404__es-es__forward,FORWARD_ENTAILMENT
dico_phrasis_0000413__es-es__forward,dico_phrasis_0000413,es,es,Dos bomberos,Dos bomberos de Nueva York,dico_phrasis_0000413__es-es__reverse,BACKWARD_ENTAILMENT
