instance_id,pair_id,text1_lang,text2_lang,text1,text2,label
dico_phrasis_0000024__eu-es__reverse,dico_phrasis_0000024,eu,es,suntsitzean,destruir,FORWARD_ENTAILMENT
dico_phrasis_0000028__en-es__forward,dico_phrasis_0000028,en,es,proposal,para plan,BACKWARD_ENTAILMENT
dico_phrasis_0000028__en-es__reverse,dico_phrasis_0000028,en,es,for plan,propuesta,FORWARD_ENTAILMENT
dico_phrasis_0000028__en-eu__forward,dico_phrasis_0000028,en,eu,proposal,planerako,BACKWARD_ENTAILMENT
dico_phrasis_0000028__en-eu__reverse,dico_phrasis_0000028,en,eu,for plan,proposamena,FORWARD_ENTAILMENT
dico_phrasis_0000028__es-en__forward,dico_phrasis_0000028,es,en,propuesta,for plan,BACKWARD_ENTAILMENT
dico_phrasis_0000028__es-en__reverse,dico_phrasis_0000028,es,en,para plan,proposal,FORWARD_ENTAILMENT
dico_phrasis_0000028__es-eu__forward,dico_phrasis_0000028,es,eu,propuesta,planerako,BACKWARD_ENTAILMENT
dico_phrasis_0000028__es-eu__reverse,dico_phrasis_0000028,es,eu,para plan,proposamena,FORWARD_ENTAILMENT
dico_phrasis_0000028__eu-en__forward,dico_phrasis_0000028,eu,en,proposamena,for plan,BACKWARD_ENTAILMENT
dico_phrasis_0000028__eu-en__reverse,dico_phrasis_0000028,eu,en,planerako,proposal,FORWARD_ENTAILMENT
dico_phrasis_0000028__eu-es__forward,dico_phrasis_0000028,eu,es,proposamena,para plan,BACKWARD_ENTAILMENT
dico_phrasis_0000028__eu-es__reverse,dico_phrasis_0000028,eu,es,planerako,propuesta,FORWARD_ENTAILMENT
dico_phrasis_0000036__en-es__forward,dico_phrasis_0000036,en,es,as Australian PM,como nuevo primer ministro de Australia,BACKWARD_ENTAILMENT
dico_phrasis_0000036__en-es__reverse,dico_phrasis_0000036,en,es,as Australia 's new Prime Minister,como primer ministro australiano,FORWARD_ENTAILMENT
dico_phrasis_0000036__en-eu__forward,dico_phrasis_0000036,en,eu,as Australian PM,Australiako lehen ministro berri gisa,BACKWARD_ENTAILMENT
dico_phrasis_0000036__en-eu__reverse,dico_phrasis_0000036,en,eu,as Australia 's new Prime Minister,Australiako lehen ministro gisa,FORWARD_ENTAILMENT
dico_phrasis_0000036__es-en__forward,dico_phrasis_0000036,es,en,como primer ministro australiano,as Australia 's new Prime Minister,BACKWARD_ENTAILMENT
dico_phrasis_0000036__es-en__reverse,dico_phrasis_0000036,es,en,como nuevo primer ministro de Australia,as Australian PM,FORWARD_ENTAILMENT
dico_phrasis_0000036__es-eu__forward,dico_phrasis_0000036,es,eu,como primer ministro australiano,Australiako lehen ministro berri gisa,BACKWARD_ENTAILMENT
dico_phrasis_0000036__es-eu__reverse,dico_phrasis_0000036,es,eu,como nuevo primer ministro de Australia,Australiako lehen ministro gisa,FORWARD_ENTAILMENT
dico_phrasis_0000036__eu-en__forward,dico_phrasis_0000036,eu,en,Australiako lehen ministro gisa,as Australia 's new Prime Minister,BACKWARD_ENTAILMENT
dico_phrasis_0000036__eu-en__reverse,dico_phrasis_0000036,eu,en,Australiako lehen ministro berri gisa,as Australian PM,FORWARD_ENTAILMENT
dico_phrasis_0000036__eu-es__forward,dico_phrasis_0000036,eu,es,Australiako lehen ministro gisa,como nuevo primer ministro de Australia,BACKWARD_ENTAILMENT
dico_phrasis_0000036__eu-es__reverse,dico_phrasis_0000036,eu,es,Australiako lehen ministro berri gisa,como primer ministro australiano,FORWARD_ENTAILMENT
dico_phrasis_0000040__en-es__forward,dico_phrasis_0000040,en,es,Police,Policía turca,BACKWARD_ENTAILMENT
dico_phrasis_0000040__en-es__reverse,dico_phrasis_0000040,en,es,Turkish police,Policía,FORWARD_ENTAILMENT
dico_phrasis_0000040__en-eu__forward,dico_phrasis_0000040,en,eu,Police,Turkiako polizia,BACKWARD_ENTAILMENT
dico_phrasis_0000040__en-eu__reverse,dico_phrasis_0000040,en,eu,Turkish police,polizia,FORWARD_ENTAILMENT
dico_phrasis_0000040__es-en__forward,dico_phrasis_0000040,es,en,Policía,Turkish police,BACKWARD_ENTAILMENT
dico_phrasis_0000040__es-en__reverse,dico_phrasis_0000040,es,en,Policía turca,Police,FORWARD_ENTAILMENT
dico_phrasis_0000040__es-eu__forward,dico_phrasis_0000040,es,eu,Policía,Turkiako polizia,BACKWARD_ENTAILMENT
dico_phrasis_0000040__es-eu__reverse,dico_phrasis_0000040,es,eu,Policía turca,polizia,FORWARD_ENTAILMENT
dico_phrasis_0000040__eu-en__forward,dico_phrasis_0000040,eu,en,polizia,Turkish police,BACKWARD_ENTAILMENT
dico_phrasis_0000040__eu-en__reverse,dico_phrasis_0000040,eu,en,Turkiako polizia,Police,FORWARD_ENTAILMENT
dico_phrasis_0000040__eu-es__forward,dico_phrasis_0000040,eu,es,polizia,Policía turca,BACKWARD_ENTAILMENT
dico_phrasis_0000040__eu-es__reverse,dico_phrasis_0000040,eu,es,Turkiako polizia,Policía,FORWARD_ENTAILMENT
dico_phrasis_0000041__en-es__forward,dico_phrasis_0000041,en,es,water cannon,"gas lacrimógeno, cañón de agua",BACKWARD_ENTAILMENT
dico_phrasis_0000041__en-es__reverse,dico_phrasis_0000041,en,es,"teargas , water cannon",cañón de agua,FORWARD_ENTAILMENT
dico_phrasis_0000041__en-eu__forward,dico_phrasis_0000041,en,eu,water cannon,"gas negar-eragilea, ur-kanoia",BACKWARD_ENTAILMENT
dico_phrasis_0000041__en-eu__reverse,dico_phrasis_0000041,en,eu,"teargas , water cannon",ur-kanoia,FORWARD_ENTAILMENT
dico_phrasis_0000041__es-en__forward,dico_phrasis_0000041,es,en,cañón de agua,"teargas , water cannon",BACKWARD_ENTAILMENT
dico_phrasis_0000041__es-en__reverse,dico_phrasis_0000041,es,en,"gas lacrimógeno, cañón de agua",water cannon,FORWARD_ENTAILMENT
dico_phrasis_0000041__es-eu__forward,dico_phrasis_0000041,es,eu,cañón de agua,"gas negar-eragilea, ur-kanoia",BACKWARD_ENTAILMENT
dico_phrasis_0000041__es-eu__reverse,dico_phrasis_0000041,es,eu,"gas lacrimógeno, cañón de agua",ur-kanoia,FORWARD_ENTAILMENT
dico_phrasis_0000041__eu-en__forward,dico_phrasis_0000041,eu,en,ur-kanoia,"teargas , water cannon",BACKWARD_ENTAILMENT
dico_phrasis_0000041__eu-en__reverse,dico_phrasis_0000041,eu,en,"gas negar-eragilea, ur-kanoia",water cannon,FORWARD_ENTAILMENT
dico_phrasis_0000041__eu-es__forward,dico_phrasis_0000041,eu,es,ur-kanoia,"gas lacrimógeno, cañón de agua",BACKWARD_ENTAILMENT
dico_phrasis_0000041__eu-es__reverse,dico_phrasis_0000041,eu,es,"gas negar-eragilea, ur-kanoia",cañón de agua,FORWARD_ENTAILMENT
dico_phrasis_0000054__en-es__forward,dico_phrasis_0000054,en,es,'s Benghazi,en Bengasi,BACKWARD_ENTAILMENT
dico_phrasis_0000054__en-es__reverse,dico_phrasis_0000054,en,es,in Benghazi,de Bengasi,FORWARD_ENTAILMENT
dico_phrasis_0000054__en-eu__forward,dico_phrasis_0000054,en,eu,'s Benghazi,Benghazin,BACKWARD_ENTAILMENT
dico_phrasis_0000054__en-eu__reverse,dico_phrasis_0000054,en,eu,in Benghazi,Benghazikoa,FORWARD_ENTAILMENT
dico_phrasis_0000054__es-en__forward,dico_phrasis_0000054,es,en,de Bengasi,in Benghazi,BACKWARD_ENTAILMENT
dico_phrasis_0000054__es-en__reverse,dico_phrasis_0000054,es,en,en Bengasi,'s Benghazi,FORWARD_ENTAILMENT
dico_phrasis_0000054__es-eu__forward,dico_phrasis_0000054,es,eu,de Bengasi,Benghazin,BACKWARD_ENTAILMENT
dico_phrasis_0000054__es-eu__reverse,dico_phrasis_0000054,es,eu,en Bengasi,Benghazikoa,FORWARD_ENTAILMENT
dico_phrasis_0000054__eu-en__forward,dico_phrasis_0000054,eu,en,Benghazikoa,in Benghazi,BACKWARD_ENTAILMENT
dico_phrasis_0000054__eu-en__reverse,dico_phrasis_0000054,eu,en,Benghazin,'s Benghazi,FORWARD_ENTAILMENT
dico_phrasis_0000054__eu-es__forward,dico_phrasis_0000054,eu,es,Benghazikoa,en Bengasi,BACKWARD_ENTAILMENT
dico_phrasis_0000054__eu-es__reverse,dico_phrasis_0000054,eu,es,Benghazin,de Bengasi,FORWARD_ENTAILMENT
dico_phrasis_0000056__en-es__forward,dico_phrasis_0000056,en,es,30 short-range missiles,misiles de corto alcance,BACKWARD_ENTAILMENT
dico_phrasis_0000056__en-es__reverse,dico_phrasis_0000056,en,es,short-range missiles,30 misiles de corto alcance,FORWARD_ENTAILMENT
dico_phrasis_0000056__en-eu__forward,dico_phrasis_0000056,en,eu,30 short-range missiles,irismen laburreko misilak,BACKWARD_ENTAILMENT
dico_phrasis_0000056__en-eu__reverse,dico_phrasis_0000056,en,eu,short-range missiles,irismen laburreko 30 misil,FORWARD_ENTAILMENT
dico_phrasis_0000056__es-en__forward,dico_phrasis_0000056,es,en,30 misiles de corto alcance,short-range missiles,BACKWARD_ENTAILMENT
dico_phrasis_0000056__es-en__reverse,dico_phrasis_0000056,es,en,misiles de corto alcance,30 short-range missiles,FORWARD_ENTAILMENT
dico_phrasis_0000056__es-eu__forward,dico_phrasis_0000056,es,eu,30 misiles de corto alcance,irismen laburreko misilak,BACKWARD_ENTAILMENT
dico_phrasis_0000056__es-eu__reverse,dico_phrasis_0000056,es,eu,misiles de corto alcance,irismen laburreko 30 misil,FORWARD_ENTAILMENT
dico_phrasis_0000056__eu-en__forward,dico_phrasis_0000056,eu,en,irismen laburreko 30 misil,short-range missiles,BACKWARD_ENTAILMENT
dico_phrasis_0000056__eu-en__reverse,dico_phrasis_0000056,eu,en,irismen laburreko misilak,30 short-range missiles,FORWARD_ENTAILMENT
dico_phrasis_0000056__eu-es__forward,dico_phrasis_0000056,eu,es,irismen laburreko 30 misil,misiles de corto alcance,BACKWARD_ENTAILMENT
dico_phrasis_0000056__eu-es__reverse,dico_phrasis_0000056,eu,es,irismen laburreko misilak,30 misiles de corto alcance,FORWARD_ENTAILMENT
dico_phrasis_0000057__en-es__forward,dico_phrasis_0000057,en,es,Crusader castle,histórico castillo de los cruzados,BACKWARD_ENTAILMENT
dico_phrasis_0000057__en-es__reverse,dico_phrasis_0000057,en,es,historic Crusader castle,castillo de los cruzados,FORWARD_ENTAILMENT
dico_phrasis_0000057__en-eu__forward,dico_phrasis_0000057,en,eu,Crusader castle,Gurutzadunen gaztelu historikoa,BACKWARD_ENTAILMENT
dico_phrasis_0000057__en-eu__reverse,dico_phrasis_0000057,en,eu,historic Crusader castle,Gurutzadunen gaztelua,FORWARD_ENTAILMENT
dico_phrasis_0000057__es-en__forward,dico_phrasis_0000057,es,en,castillo de los cruzados,historic Crusader castle,BACKWARD_ENTAILMENT
dico_phrasis_0000057__es-en__reverse,dico_phrasis_0000057,es,en,histórico castillo de los cruzados,Crusader castle,FORWARD_ENTAILMENT
dico_phrasis_0000057__es-eu__forward,dico_phrasis_0000057,es,eu,castillo de los cruzados,Gurutzadunen gaztelu historikoa,BACKWARD_ENTAILMENT
dico_phrasis_0000057__es-eu__reverse,dico_phrasis_0000057,es,eu,histórico castillo de los cruzados,Gurutzadunen gaztelua,FORWARD_ENTAILMENT
dico_phrasis_0000057__eu-en__forward,dico_phrasis_0000057,eu,en,Gurutzadunen gaztelua,historic Crusader castle,BACKWARD_ENTAILMENT
dico_phrasis_0000057__eu-en__reverse,dico_phrasis_0000057,eu,en,Gurutzadunen gaztelu historikoa,Crusader castle,FORWARD_ENTAILMENT
dico_phrasis_0000057__eu-es__forward,dico_phrasis_0000057,eu,es,Gurutzadunen gaztelua,histórico castillo de los cruzados,BACKWARD_ENTAILMENT
dico_phrasis_0000057__eu-es__reverse,dico_phrasis_0000057,eu,es,Gurutzadunen gaztelu historikoa,castillo de los cruzados,FORWARD_ENTAILMENT
dico_phrasis_0000060__en-es__forward,dico_phrasis_0000060,en,es,Five people,cinco hombres,BACKWARD_ENTAILMENT
dico_phrasis_0000060__en-es__reverse,dico_phrasis_0000060,en,es,five men,Cinco personas,FORWARD_ENTAILMENT
dico_phrasis_0000060__en-eu__forward,dico_phrasis_0000060,en,eu,Five people,bost gizon,BACKWARD_ENTAILMENT
dico_phrasis_0000060__en-eu__reverse,dico_phrasis_0000060,en,eu,five men,Bost pertsona,FORWARD_ENTAILMENT
dico_phrasis_0000060__es-en__forward,dico_phrasis_0000060,es,en,Cinco personas,five men,BACKWARD_ENTAILMENT
dico_phrasis_0000060__es-en__reverse,dico_phrasis_0000060,es,en,cinco hombres,Five people,FORWARD_ENTAILMENT
dico_phrasis_0000060__es-eu__forward,dico_phrasis_0000060,es,eu,Cinco personas,bost gizon,BACKWARD_ENTAILMENT
dico_phrasis_0000060__es-eu__reverse,dico_phrasis_0000060,es,eu,cinco hombres,Bost pertsona,FORWARD_ENTAILMENT
dico_phrasis_0000060__eu-en__forward,dico_phrasis_0000060,eu,en,Bost pertsona,five men,BACKWARD_ENTAILMENT
dico_phrasis_0000060__eu-en__reverse,dico_phrasis_0000060,eu,en,bost gizon,Five people,FORWARD_ENTAILMENT
dico_phrasis_0000060__eu-es__forward,dico_phrasis_0000060,eu,es,Bost pertsona,cinco hombres,BACKWARD_ENTAILMENT
dico_phrasis_0000060__eu-es__reverse,dico_phrasis_0000060,eu,es,bost gizon,Cinco personas,FORWARD_ENTAILMENT
dico_phrasis_0000074__en-es__forward,dico_phrasis_0000074,en,es,Judge,juez de EE. UU.,BACKWARD_ENTAILMENT
dico_phrasis_0000074__en-es__reverse,dico_phrasis_0000074,en,es,U.S. judge,Juez,FORWARD_ENTAILMENT
dico_phrasis_0000074__en-eu__forward,dico_phrasis_0000074,en,eu,Judge,AEBetako epailea,BACKWARD_ENTAILMENT
dico_phrasis_0000074__en-eu__reverse,dico_phrasis_0000074,en,eu,U.S. judge,epailea,FORWARD_ENTAILMENT
dico_phrasis_0000074__es-en__forward,dico_phrasis_0000074,es,en,Juez,U.S. judge,BACKWARD_ENTAILMENT
dico_phrasis_0000074__es-en__reverse,dico_phrasis_0000074,es,en,juez de EE. UU.,Judge,FORWARD_ENTAILMENT
dico_phrasis_0000074__es-eu__forward,dico_phrasis_0000074,es,eu,Juez,AEBetako epailea,BACKWARD_ENTAILMENT
dico_phrasis_0000074__es-eu__reverse,dico_phrasis_0000074,es,eu,juez de EE. UU.,epailea,FORWARD_ENTAILMENT
dico_phrasis_0000074__eu-en__forward,dico_phrasis_0000074,eu,en,epailea,U.S. judge,BACKWARD_ENTAILMENT
dico_phrasis_0000074__eu-en__reverse,dico_phrasis_0000074,eu,en,AEBetako epailea,Judge,FORWARD_ENTAILMENT
dico_phrasis_0000074__eu-es__forward,dico_phrasis_0000074,eu,es,epailea,juez de EE. UU.,BACKWARD_ENTAILMENT
dico_phrasis_0000074__eu-es__reverse,dico_phrasis_0000074,eu,es,AEBetako epailea,Juez,FORWARD_ENTAILMENT
dico_phrasis_0000083__en-es__forward,dico_phrasis_0000083,en,es,Canada,gobierno canadiense,BACKWARD_ENTAILMENT
dico_phrasis_0000083__en-es__reverse,dico_phrasis_0000083,en,es,Canadian government,Canadá,FORWARD_ENTAILMENT
dico_phrasis_0000083__en-eu__forward,dico_phrasis_0000083,en,eu,Canada,Kanadako gobernua,BACKWARD_ENTAILMENT
dico_phrasis_0000083__en-eu__reverse,dico_phrasis_0000083,en,eu,Canadian government,Kanada,FORWARD_ENTAILMENT
dico_phrasis_0000083__es-en__forward,dico_phrasis_0000083,es,en,Canadá,Canadian government,BACKWARD_ENTAILMENT
dico_phrasis_0000083__es-en__reverse,dico_phrasis_0000083,es,en,gobierno canadiense,Canada,FORWARD_ENTAILMENT
dico_phrasis_0000083__es-eu__forward,dico_phrasis_0000083,es,eu,Canadá,Kanadako gobernua,BACKWARD_ENTAILMENT
dico_phrasis_0000083__es-eu__reverse,dico_phrasis_0000083,es,eu,gobierno canadiense,Kanada,FORWARD_ENTAILMENT
dico_phrasis_0000083__eu-en__forward,dico_phrasis_0000083,eu,en,Kanada,Canadian government,BACKWARD_ENTAILMENT
dico_phrasis_0000083__eu-en__reverse,dico_phrasis_0000083,eu,en,Kanadako gobernua,Canada,FORWARD_ENTAILMENT
dico_phrasis_0000083__eu-es__forward,dico_phrasis_0000083,eu,es,Kanada,gobierno canadiense,BACKWARD_ENTAILMENT
dico_phrasis_0000083__eu-es__reverse,dico_phrasis_0000083,eu,es,Kanadako gobernua,Canadá,FORWARD_ENTAILMENT
dico_phrasis_0000084__en-es__forward,dico_phrasis_0000084,en,es,oil pipeline,oleoducto controvertido,BACKWARD_ENTAILMENT
dico_phrasis_0000084__en-es__reverse,dico_phrasis_0000084,en,es,controversial oil pipeline,oleoducto,FORWARD_ENTAILMENT
dico_phrasis_0000084__en-eu__forward,dico_phrasis_0000084,en,eu,oil pipeline,petrolio-hodi polemikoa,BACKWARD_ENTAILMENT
dico_phrasis_0000084__en-eu__reverse,dico_phrasis_0000084,en,eu,controversial oil pipeline,petrolio-hodia,FORWARD_ENTAILMENT
dico_phrasis_0000084__es-en__forward,dico_phrasis_0000084,es,en,oleoducto,controversial oil pipeline,BACKWARD_ENTAILMENT
dico_phrasis_0000084__es-en__reverse,dico_phrasis_0000084,es,en,oleoducto controvertido,oil pipeline,FORWARD_ENTAILMENT
dico_phrasis_0000084__es-eu__forward,dico_phrasis_0000084,es,eu,oleoducto,petrolio-hodi polemikoa,BACKWARD_ENTAILMENT
dico_phrasis_0000084__es-eu__reverse,dico_phrasis_0000084,es,eu,oleoducto controvertido,petrolio-hodia,FORWARD_ENTAILMENT
dico_phrasis_0000084__eu-en__forward,dico_phrasis_0000084,eu,en,petrolio-hodia,controversial oil pipeline,BACKWARD_ENTAILMENT
dico_phrasis_0000084__eu-en__reverse,dico_phrasis_0000084,eu,en,petrolio-hodi polemikoa,oil pipeline,FORWARD_ENTAILMENT
dico_phrasis_0000084__eu-es__forward,dico_phrasis_0000084,eu,es,petrolio-hodia,oleoducto controvertido,BACKWARD_ENTAILMENT
dico_phrasis_0000084__eu-es__reverse,dico_phrasis_0000084,eu,es,petrolio-hodi polemikoa,oleoducto,FORWARD_ENTAILMENT
dico_phrasis_0000085__en-es__forward,dico_phrasis_0000085,en,es,sanctions,cargos por tráfico de armas,BACKWARD_ENTAILMENT
dico_phrasis_0000085__en-es__reverse,dico_phrasis_0000085,en,es,arms trafficking charges,sanciones,FORWARD_ENTAILMENT
dico_phrasis_0000085__en-eu__forward,dico_phrasis_0000085,en,eu,sanctions,armen trafikoari buruzko karguak,BACKWARD_ENTAILMENT
dico_phrasis_0000085__en-eu__reverse,dico_phrasis_0000085,en,eu,arms trafficking charges,zigorrak,FORWARD_ENTAILMENT
dico_phrasis_0000085__es-en__forward,dico_phrasis_0000085,es,en,sanciones,arms trafficking charges,BACKWARD_ENTAILMENT
dico_phrasis_0000085__es-en__reverse,dico_phrasis_0000085,es,en,cargos por tráfico de armas,sanctions,FORWARD_ENTAILMENT
dico_phrasis_0000085__es-eu__forward,dico_phrasis_0000085,es,eu,sanciones,armen trafikoari buruzko karguak,BACKWARD_ENTAILMENT
dico_phrasis_0000085__es-eu__reverse,dico_phrasis_0000085,es,eu,cargos por tráfico de armas,zigorrak,FORWARD_ENTAILMENT
dico_phrasis_0000085__eu-en__forward,dico_phrasis_0000085,eu,en,zigorrak,arms trafficking charges,BACKWARD_ENTAILMENT
dico_phrasis_0000085__eu-en__reverse,dico_phrasis_0000085,eu,en,armen trafikoari buruzko karguak,sanctions,FORWARD_ENTAILMENT
dico_phrasis_0000085__eu-es__forward,dico_phrasis_0000085,eu,es,zigorrak,cargos por tráfico de armas,BACKWARD_ENTAILMENT
dico_phrasis_0000085__eu-es__reverse,dico_phrasis_0000085,eu,es,armen trafikoari buruzko karguak,sanciones,FORWARD_ENTAILMENT
dico_phrasis_0000094__en-es__forward,dico_phrasis_0000094,en,es,Palestinian diplomat,embajador palestino,BACKWARD_ENTAILMENT
dico_phrasis_0000094__en-es__reverse,dico_phrasis_0000094,en,es,Palestinian ambassador,diplomático palestino,FORWARD_ENTAILMENT
dico_phrasis_0000094__en-eu__forward,dico_phrasis_0000094,en,eu,Palestinian diplomat,Palestinako enbaxadorea,BACKWARD_ENTAILMENT
dico_phrasis_0000094__en-eu__reverse,dico_phrasis_0000094,en,eu,Palestinian ambassador,Palestinako diplomatikoa,FORWARD_ENTAILMENT
dico_phrasis_0000094__es-en__forward,dico_phrasis_0000094,es,en,diplomático palestino,Palestinian ambassador,BACKWARD_ENTAILMENT
dico_phrasis_0000094__es-en__reverse,dico_phrasis_0000094,es,en,embajador palestino,Palestinian diplomat,FORWARD_ENTAILMENT
dico_phrasis_0000094__es-eu__forward,dico_phrasis_0000094,es,eu,diplomático palestino,Palestinako enbaxadorea,BACKWARD_ENTAILMENT
dico_phrasis_0000094__es-eu__reverse,dico_phrasis_0000094,es,eu,embajador palestino,Palestinako diplomatikoa,FORWARD_ENTAILMENT
dico_phrasis_0000094__eu-en__forward,dico_phrasis_0000094,eu,en,Palestinako diplomatikoa,Palestinian ambassador,BACKWARD_ENTAILMENT
dico_phrasis_0000094__eu-en__reverse,dico_phrasis_0000094,eu,en,Palestinako enbaxadorea,Palestinian diplomat,FORWARD_ENTAILMENT
dico_phrasis_0000094__eu-es__forward,dico_phrasis_0000094,eu,es,Palestinako diplomatikoa,embajador palestino,BACKWARD_ENTAILMENT
dico_phrasis_0000094__eu-es__reverse,dico_phrasis_0000094,eu,es,Palestinako enbaxadorea,diplomático palestino,FORWARD_ENTAILMENT
dico_phrasis_0000097__en-es__forward,dico_phrasis_0000097,en,es,Two women,Dos damas,BACKWARD_ENTAILMENT
dico_phrasis_0000097__en-es__reverse,dico_phrasis_0000097,en,es,Two ladies,Dos mujeres,FORWARD_ENTAILMENT
dico_phrasis_0000097__en-eu__forward,dico_phrasis_0000097,en,eu,Two women,Bi andre,BACKWARD_ENTAILMENT
dico_phrasis_0000097__en-eu__reverse,dico_phrasis_0000097,en,eu,Two ladies,Bi emakume,FORWARD_ENTAILMENT
dico_phrasis_0000097__es-en__forward,dico_phrasis_0000097,es,en,Dos mujeres,Two ladies,BACKWARD_ENTAILMENT
dico_phrasis_0000097__es-en__reverse,dico_phrasis_0000097,es,en,Dos damas,Two women,FORWARD_ENTAILMENT
dico_phrasis_0000097__es-eu__forward,dico_phrasis_0000097,es,eu,Dos mujeres,Bi andre,BACKWARD_ENTAILMENT
dico_phrasis_0000097__es-eu__reverse,dico_phrasis_0000097,es,eu,Dos damas,Bi emakume,FORWARD_ENTAILMENT
dico_phrasis_0000097__eu-en__forward,dico_phrasis_0000097,eu,en,Bi emakume,Two ladies,BACKWARD_ENTAILMENT
dico_phrasis_0000097__eu-en__reverse,dico_phrasis_0000097,eu,en,Bi andre,Two women,FORWARD_ENTAILMENT
dico_phrasis_0000097__eu-es__forward,dico_phrasis_0000097,eu,es,Bi emakume,Dos damas,BACKWARD_ENTAILMENT
dico_phrasis_0000097__eu-es__reverse,dico_phrasis_0000097,eu,es,Bi andre,Dos mujeres,FORWARD_ENTAILMENT
dico_phrasis_0000101__en-es__forward,dico_phrasis_0000101,en,es,A person,Un motociclista,BACKWARD_ENTAILMENT
dico_phrasis_0000101__en-es__reverse,dico_phrasis_0000101,en,es,A biker,Una persona,FORWARD_ENTAILMENT
dico_phrasis_0000101__en-eu__forward,dico_phrasis_0000101,en,eu,A person,Motozale bat,BACKWARD_ENTAILMENT
dico_phrasis_0000101__en-eu__reverse,dico_phrasis_0000101,en,eu,A biker,Pertsona bat,FORWARD_ENTAILMENT
dico_phrasis_0000101__es-en__forward,dico_phrasis_0000101,es,en,Una persona,A biker,BACKWARD_ENTAILMENT
dico_phrasis_0000101__es-en__reverse,dico_phrasis_0000101,es,en,Un motociclista,A person,FORWARD_ENTAILMENT
dico_phrasis_0000101__es-eu__forward,dico_phrasis_0000101,es,eu,Una persona,Motozale bat,BACKWARD_ENTAILMENT
dico_phrasis_0000101__es-eu__reverse,dico_phrasis_0000101,es,eu,Un motociclista,Pertsona bat,FORWARD_ENTAILMENT
dico_phrasis_0000101__eu-en__forward,dico_phrasis_0000101,eu,en,Pertsona bat,A biker,BACKWARD_ENTAILMENT
dico_phrasis_0000101__eu-en__reverse,dico_phrasis_0000101,eu,en,Motozale bat,A person,FORWARD_ENTAILMENT
dico_phrasis_0000101__eu-es__forward,dico_phrasis_0000101,eu,es,Pertsona bat,Un motociclista,BACKWARD_ENTAILMENT
dico_phrasis_0000101__eu-es__reverse,dico_phrasis_0000101,eu,es,Motozale bat,Una persona,FORWARD_ENTAILMENT
dico_phrasis_0000107__en-es__forward,dico_phrasis_0000107,en,es,A dog,Un perro marrón y blanco,BACKWARD_ENTAILMENT
